node,node_bef_goal,path,path_len,time
21112,14024,UDR--R,6,0.194999933243
21113,14044,URDLRR,6,0.177000045776
21114,14301,L-UUD,5,0.0980000495911
21115,10125,-URDL,5,0.104000091553
21120,14024,RU--R,5,0.0439999103546
21121,10525,D--L,4,0.0190000534058
21122,14024,UD-R-R,6,0.193000078201
21123,10325,D--L,4,0.0160000324249
21124,11044,RDUR-R,6,0.296000003815
21125,10125,D--L,4,0.0179998874664
21130,14044,U-R-R,5,0.0429999828339
21131,24044,DD-UR,5,0.0780000686646
21132,11044,U-R-R,5,0.0429999828339
21133,11044,U-R-R,5,0.0420000553131
21134,14301,-LUUD,5,0.128000020981
21135,14044,DD-UR,5,0.0820000171661
21140,14024,RU--R,5,0.0460000038147
21141,14044,LRDR,4,0.0179998874664
21142,23451,--R--,5,0.121999979019
21143,14044,LLRR,4,0.018000125885
21144,11044,RDUR-R,6,0.286999940872
21145,14044,DRDLR,5,0.0729999542236
21150,14024,RU--R,5,0.0500001907349
21151,14044,URRDLR,6,0.176999807358
21152,14024,UD-R-R,6,0.228000164032
21153,14044,URDLRR,6,0.18499994278
21154,10125,-DUUL,5,0.121999979019
21155,10125,URRRDL,6,0.184000015259
21200,14044,DL-DR,5,0.0780000686646
21201,21044,--R-R,5,0.111999988556
21202,24024,ULRDR,5,0.0379998683929
21203,14024,--RDR,5,0.115000009537
21204,24024,URLR,4,0.00699996948242
21205,11024,RDR-R,5,0.0529999732971
21210,10525,RURDL,5,0.0460000038147
21211,14044,UR-LR,5,0.0320000648499
21212,24044,UR-LR,5,0.0310001373291
21213,10125,RRR-L,5,0.0499999523163
21214,24044,ULLRR,5,0.0410001277924
21215,10125,R-L,3,0.00299978256226
21220,10525,RDL,3,0.00200009346008
21221,14044,UR-LR,5,0.0329999923706
21222,21024,DLR,3,0.00300002098083
21223,11024,DRRD-R,6,0.399000167847
21224,10325,RLLL,4,0.0119998455048
21225,11024,RDR-R,5,0.0519998073578
21230,24024,LRDUR,5,0.0889999866486
21231,24024,DD-UR,5,0.0800001621246
21232,24024,ULRDR,5,0.0369999408722
21233,24044,-DLRR,5,0.114000082016
21234,24024,URLR,4,0.00600004196167
21235,14024,DD-UR,5,0.0799999237061
21240,10525,RDL,3,0.00300002098083
21241,14044,UR-LR,5,0.0320000648499
21242,21044,DLR,3,0.00300002098083
21243,24024,--UR-R,6,0.549000024796
21244,10325,RLLL,4,0.0139999389648
21245,11024,RDR-R,5,0.0529999732971
21250,14301,-LUD,4,0.0210001468658
21251,24044,-LUR,4,0.0209999084473
21252,24044,UR-LR,5,0.0320000648499
21253,10125,RRR-L,5,0.0499999523163
21254,24024,ULRLLR,6,0.231999874115
21255,10125,R-L,3,0.00400018692017
21300,11044,--DR,4,0.0169999599457
21301,14024,LRDR,4,0.0139999389648
21302,11044,UU--LLR,7,0.59700012207
21303,14024,RLR,3,0.00499987602234
21304,11024,---DR,5,0.112999916077
21305,14301,RRD,3,0.00300002098083
21310,14024,RRU-LR,6,0.219000101089
21311,14024,D-LUR,5,0.0759999752045
21312,11044,R--R-R,6,0.305999994278
21313,14044,URRR,4,0.00600004196167
21314,14301,L-UUD,5,0.0839998722076
21315,24024,RRDUR,5,0.0460000038147
21320,14024,-UU-R,5,0.0710000991821
21321,14024,LRDR,4,0.0149998664856
21322,11044,-UL-DR,6,0.456000089645
21323,14044,URRR,4,0.00699996948242
21324,14024,R-URLR,6,0.273000001907
21325,24024,RRDUR,5,0.0460000038147
21330,21044,UR--DR,6,0.138999938965
21331,24024,L-LUR,5,0.0799999237061
21332,10325,D-UULL,6,0.34900021553
21333,14024,RURLR,5,0.039999961853
21334,24044,RR-U-R,6,0.233000040054
21335,14301,RURRD,5,0.0429999828339
21340,11024,-UU-R,5,0.0739998817444
21341,14044,LRDR,4,0.0150001049042
21342,11044,UUR-LLR,7,0.582999944687
21343,14044,DRR,3,0.00500011444092
21344,14024,R-URLR,6,0.257999897003
21345,24024,RRDUR,5,0.0429999828339
21350,14024,RRU-LR,6,0.203999996185
21351,24024,-LUR,4,0.0190000534058
21352,11044,R--R-R,6,0.292000055313
21353,14044,URRR,4,0.00699996948242
21354,10325,L-UULL,6,0.421999931335
21355,14024,-LUR,4,0.0210001468658
21400,14044,DL-DR,5,0.0759999752045
21401,11044,-DR-R,5,0.102999925613
21402,24024,ULRDR,5,0.0350000858307
21403,10325,--UUL,5,0.108999967575
21404,24024,URLR,4,0.00600004196167
21405,11044,RDR-R,5,0.0599999427795
21410,10125,RURDL,5,0.0450000762939
21411,10125,-DL,3,0.00500011444092
21412,24044,ULRDR,5,0.0360000133514
21413,24044,DD-RR,5,0.0709998607635
21414,24044,ULLRR,5,0.0350000858307
21415,21044,R-R-R,5,0.0629999637604
21420,10125,RDL,3,0.00200009346008
21421,14024,ULR-LR,6,0.15399980545
21422,21024,DLR,3,0.00400018692017
21423,11044,DRRD-R,6,0.350999832153
21424,10325,RLLL,4,0.0130000114441
21425,11044,RDR-R,5,0.0499999523163
21430,24024,LRDUR,5,0.0900001525879
21431,23451,DD-,3,0.00399994850159
21432,24024,ULRDR,5,0.0350000858307
21433,24044,-DLRR,5,0.105999946594
21434,24024,URLR,4,0.00699996948242
21435,10525,D-DL,4,0.0150001049042
21440,10125,RDL,3,0.0019998550415
21441,14301,ULR-RD,6,0.177999973297
21442,21044,DLR,3,0.00400018692017
21443,24044,U--UUUR,7,0.863999843597
21444,10325,RLLL,4,0.0130000114441
21445,11044,RDR-R,5,0.0490000247955
21450,10125,RURDL,5,0.0450000762939
21451,10325,-LLL,4,0.0220000743866
21452,24024,ULRDR,5,0.0380001068115
21453,10125,-RRDL,5,0.100999832153
21454,10125,-DUUL,5,0.116999864578
21455,21044,R-R-R,5,0.0640001296997
21500,14044,U-R-R,5,0.0379998683929
21501,14024,LRDR,4,0.0160000324249
21502,11044,U-R-R,5,0.0400002002716
21503,14024,RLR,3,0.00299978256226
21504,11024,RD-R,4,0.00999999046326
21505,14301,RDLRD,5,0.055999994278
21510,11024,URDR-R,6,0.153000116348
21511,14044,D-LUR,5,0.0859999656677
21512,10125,DRR-L,5,0.0720000267029
21513,14044,URDLRR,6,0.177000045776
21514,14301,L-UUD,5,0.0980000495911
21515,24044,D-LUR,5,0.0859999656677
21520,11024,DDR-R,5,0.0759999752045
21521,14024,LRDR,4,0.0170001983643
21522,14024,UD-R-R,6,0.207999944687
21523,14024,LRLLR,5,0.0910000801086
21524,10125,--R-L,5,0.129999876022
21525,14301,LRLRD,5,0.0910000801086
21530,14044,U-R-R,5,0.0409998893738
21531,24024,DD-UR,5,0.0790002346039
21532,11044,U-R-R,5,0.0419998168945
21533,11044,U-R-R,5,0.0420000553131
21534,10125,RRD-L,5,0.055999994278
21535,14024,DD-UR,5,0.0820000171661
21540,11024,URDR-R,6,0.153000116348
21541,14044,LRDR,4,0.0169999599457
21542,14044,RD-RRR,6,0.303999900818
21543,14044,LLRR,4,0.0169999599457
21544,10325,--R-L,5,0.134000062943
21545,14044,DRDLR,5,0.0739998817444
21550,11024,URDR-R,6,0.160000085831
21551,24044,-LUR,4,0.0220000743866
21552,14024,UD-R-R,6,0.202000141144
21553,14044,URDLRR,6,0.182999849319
21554,11024,RDUR-R,6,0.311000108719
21555,14044,-LUR,4,0.0230000019073
22000,14301,RD,2,0.000999927520752
22001,14024,LL-LR,5,0.0659999847412
22002,14024,RRLR,4,0.00800013542175
22003,10525,U-L-UL,6,0.148999929428
22004,24024,LR,2,0.00200009346008
22005,14024,D-LR,4,0.0119998455048
22010,24024,RDUR,4,0.0090000629425
22011,14024,UR-LR,5,0.0260000228882
22012,14044,UUUUR,5,0.0209999084473
22013,24044,U-ULRR,6,0.175000190735
22014,24044,RUR,3,0.00299978256226
22015,14044,UD--RR,6,0.15900015831
22020,24024,RDUR,4,0.00799989700317
22021,14024,L-LR,4,0.0140001773834
22022,14044,RDRR,4,0.00799989700317
22023,14044,U--RR,5,0.0320000648499
22024,24044,LR,2,0.000999927520752
22025,14301,D-RD,4,0.010999917984
22030,14301,URRD,4,0.00500011444092
22031,11044,L-D-R,5,0.0780000686646
22032,24024,ULRDR,5,0.0299999713898
22033,10525,U-L-UL,6,0.194000005722
22034,24024,URLR,4,0.00699996948242
22035,24044,R-U-R,5,0.0510001182556
22040,24024,RDUR,4,0.00899982452393
22041,14024,-LR,3,0.00400018692017
22042,24024,-LR,3,0.00399994850159
22043,24044,U-ULRR,6,0.138000011444
22044,24044,RUR,3,0.00300002098083
22045,14024,DL-LR,5,0.0549998283386
22050,10525,-UL,3,0.00300002098083
22051,11024,-D-R,4,0.0179998874664
22052,14024,UUUUR,5,0.0209999084473
22053,14044,U--RR,5,0.0440001487732
22054,24044,RUR,3,0.0019998550415
22055,11044,-D-LR,5,0.0980000495911
22100,11044,DR-R,4,0.0130000114441
22101,10125,R-RDL,5,0.0499999523163
22102,11044,UL-DR,5,0.0340001583099
22103,21044,UL-DR,5,0.0299999713898
22104,24044,D-RUR,5,0.0769999027252
22105,21044,DR-R,4,0.0129997730255
22110,14024,RU--R,5,0.0440001487732
22111,14044,URRDLR,6,0.162999868393
22112,14044,UU--R,5,0.0279998779297
22113,21024,U-LLR,5,0.039999961853
22114,23451,-R--,4,0.0249998569489
22115,10125,URRRDL,6,0.167000055313
22120,14024,RU--R,5,0.0450000762939
22121,14044,RDLR,4,0.00999999046326
22122,14044,D-UUR,5,0.0769999027252
22123,14044,DLRR,4,0.0130000114441
22124,11044,RRDR-R,6,0.266000032425
22125,10125,RRDL,4,0.010999917984
22130,11044,URDR-R,6,0.15700006485
22131,14301,UUL-UD,6,0.155999898911
22132,11044,UL-DR,5,0.0390000343323
22133,21044,UL-DR,5,0.0360000133514
22134,21044,U-RR-R,6,0.236000061035
22135,21044,URDR-R,6,0.177000045776
22140,11044,DR-R,4,0.0139999389648
22141,14044,RDLR,4,0.0090000629425
22142,14044,UU--R,5,0.0280001163483
22143,14044,DLRR,4,0.0139999389648
22144,11024,DU-DR,5,0.0750000476837
22145,10125,RRDL,4,0.0090000629425
22150,14024,RU--R,5,0.0490000247955
22151,14044,URRDLR,6,0.180999994278
22152,14024,UUD-DR,6,0.158999919891
22153,14044,LURRR,5,0.0910000801086
22154,21044,RR-R-R,6,0.308000087738
22155,10125,URRRDL,6,0.177999973297
22200,14301,DLRD,4,0.0149998664856
22201,11024,DRR-R,5,0.0650000572205
22202,14024,RRLR,4,0.0090000629425
22203,11024,RRD-R,5,0.0449998378754
22204,24024,LR,2,0.000999927520752
22205,14044,D-LR,4,0.0150001049042
22210,10525,RURDL,5,0.0439999103546
22211,14044,UR-LR,5,0.0310001373291
22212,24044,UU--R,5,0.0269999504089
22213,14301,R-L-D,5,0.0670001506805
22214,24044,ULLRR,5,0.0349998474121
22215,11024,-L-LR,5,0.126000165939
22220,10325,LRDL,4,0.0149998664856
22221,14024,L-LR,4,0.018000125885
22222,24044,DLLR,4,0.0119998455048
22223,14044,-LRRR,5,0.107000112534
22224,24044,LR,2,0.000999927520752
22225,21024,-L-LR,5,0.111999988556
22230,10525,-UUUL,5,0.0969998836517
22231,11044,L-D-R,5,0.101000070572
22232,24024,ULRDR,5,0.0360000133514
22233,14024,DUU-R,5,0.0679998397827
22234,24024,URLR,4,0.00600004196167
22235,10125,RD-L,4,0.010999917984
22240,10525,RURDL,5,0.0390000343323
22241,14044,-LR,3,0.00399994850159
22242,24044,-LR,3,0.00399994850159
22243,24044,U-ULRR,6,0.170000076294
22244,24044,ULLRR,5,0.0279998779297
22245,14024,DL-LR,5,0.0720000267029
22250,10525,RURDL,5,0.0429999828339
22251,14044,UR-LR,5,0.0350000858307
22252,24044,UR-LR,5,0.0329999923706
22253,14301,R-L-D,5,0.0659999847412
22254,24044,LRUR,4,0.0190000534058
22255,10125,DDR-L,5,0.0820000171661
22300,21044,--DR,4,0.0190000534058
22301,24044,RDRUR,5,0.0360000133514
22302,11044,UL-DR,5,0.0269999504089
22303,21044,UL-DR,5,0.0299999713898
22304,14024,-LUUR,5,0.0980000495911
22305,14024,DRDR,4,0.010999917984
22310,14044,--RRR,5,0.0980000495911
22311,24044,RDRUR,5,0.0429999828339
22312,11044,U-LLR,5,0.0379998683929
22313,14044,URRR,4,0.00500011444092
22314,11044,DU-DR,5,0.0609998703003
22315,11044,R-R-R,5,0.0539999008179
22320,14024,RRU-LR,6,0.177000045776
22321,14044,RRRR,4,0.00800013542175
22322,11044,UL-LLR,6,0.166999816895
22323,14044,RR,2,0.00200009346008
22324,14044,U-RLRR,6,0.170000076294
22325,10325,RRDL,4,0.00899982452393
22330,21044,UR--DR,6,0.132000207901
22331,24044,RDRUR,5,0.0439999103546
22332,11044,UL-DR,5,0.0329999923706
22333,21044,UL-DR,5,0.0310001373291
22334,24044,RR-LRR,6,0.244999885559
22335,14301,UUUUD,5,0.0230000019073
22340,14044,--RRR,5,0.0930001735687
22341,14044,RRRR,4,0.00799989700317
22342,11044,U-LLR,5,0.0329999923706
22343,14044,RR,2,0.0
22344,11044,DU-DR,5,0.0530002117157
22345,10325,RRDL,4,0.00899982452393
22350,14024,RRU-LR,6,0.215000152588
22351,24044,RDRUR,5,0.0460000038147
22352,10125,-RD-L,5,0.0929999351501
22353,14044,URRR,4,0.00600004196167
22354,10325,-RD-L,5,0.0929999351501
22355,11044,R-R-R,5,0.0529999732971
22400,14301,DLRD,4,0.0130000114441
22401,11044,DRR-R,5,0.0590000152588
22402,14024,RRLR,4,0.0090000629425
22403,11044,RRD-R,5,0.0420000553131
22404,24024,LR,2,0.0019998550415
22405,10525,-DUL,4,0.0190000534058
22410,10125,RURDL,5,0.0420000553131
22411,10125,R--DL,5,0.0629999637604
22412,14044,--LR,4,0.0230000019073
22413,10125,RD-R-L,6,0.335000038147
22414,24044,ULLRR,5,0.0380001068115
22415,11044,--LR,4,0.0239999294281
22420,10325,LRDL,4,0.0160000324249
22421,14024,L-LR,4,0.0179998874664
22422,24044,DLLR,4,0.0139999389648
22423,14044,UUDD-R,6,0.133000135422
22424,24044,LR,2,0.0019998550415
22425,14301,-LUD,4,0.0200002193451
22430,14044,D-LLR,5,0.0789999961853
22431,11024,D--LR,5,0.0859999656677
22432,24024,ULRDR,5,0.0369999408722
22433,14044,DUU-R,5,0.069000005722
22434,24024,URLR,4,0.00600004196167
22435,10525,UR-DUL,6,0.178999900818
22440,10125,RURDL,5,0.0360000133514
22441,11044,DRR-R,5,0.0659999847412
22442,24044,ULRDR,5,0.0270001888275
22443,14044,D-RDRR,6,0.355999946594
22444,24044,ULLRR,5,0.029000043869
22445,14024,DL-LR,5,0.0720000267029
22450,10125,RURDL,5,0.0450000762939
22451,14024,U-RDR,5,0.0409998893738
22452,24024,ULRDR,5,0.0380001068115
22453,14044,UUDD-R,6,0.154000043869
22454,24044,LRUR,4,0.0179998874664
22455,21044,R-R-R,5,0.0659999847412
22500,11024,DR-R,4,0.0139999389648
22501,10125,R-RDL,5,0.0529999732971
22502,11044,UL-DR,5,0.0339999198914
22503,21044,UL-DR,5,0.0329999923706
22504,24044,D-RUR,5,0.0789999961853
22505,21024,DR-R,4,0.0120000839233
22510,11024,-RR-R,5,0.105000019073
22511,14044,URRDLR,6,0.172999858856
22512,14044,U-ULRR,6,0.22400021553
22513,14044,URDLRR,6,0.164999961853
22514,10125,RR-L,4,0.010999917984
22515,21044,UUU-LR,6,0.148000001907
22520,10325,D-UL,4,0.0139999389648
22521,14044,RDLR,4,0.00999999046326
22522,14024,D-UUR,5,0.0780000686646
22523,14044,DLRR,4,0.0130000114441
22524,10525,D--UL,5,0.0820000171661
22525,10525,RRDL,4,0.0090000629425
22530,11024,-RR-R,5,0.100999832153
22531,14301,UUL-UD,6,0.15900015831
22532,11044,UL-DR,5,0.0390000343323
22533,21044,UL-DR,5,0.0369999408722
22534,21044,U-RR-R,6,0.230999946594
22535,14044,R-U-R,5,0.063000202179
22540,11024,DR-R,4,0.0129997730255
22541,14044,RDLR,4,0.0090000629425
22542,24044,-LRUR,5,0.124000072479
22543,14044,DLRR,4,0.0149998664856
22544,11044,UUU-LR,6,0.138000011444
22545,10525,RRDL,4,0.00999999046326
22550,11024,URDR-R,6,0.146000146866
22551,14044,URRDLR,6,0.168999910355
22552,11044,UL-LLR,6,0.215000152588
22553,14044,LURRR,5,0.0910000801086
22554,10125,RR-L,4,0.00999999046326
22555,10525,URRRDL,6,0.175999879837
23000,14044,RRDR,4,0.0090000629425
23001,14301,UR-RD,5,0.0230000019073
23002,21044,DR,2,0.000999927520752
23003,14024,RDU-LR,6,0.173000097275
23004,21044,LLR,3,0.00400018692017
23005,14024,URD-LR,6,0.0999999046326
23010,24024,RDUR,4,0.0090000629425
23011,14024,UR-LR,5,0.0260000228882
23012,24024,URDR,4,0.00499987602234
23013,14301,U--UUD,6,0.177999973297
23014,24024,URLLR,5,0.0260000228882
23015,14044,R-LRR,5,0.0510001182556
23020,14024,RRDR,4,0.00799989700317
23021,14024,UR-LR,5,0.0220000743866
23022,24024,URDR,4,0.00600004196167
23023,14024,L-DU-R,6,0.31299996376
23024,24044,ULRR,4,0.00699996948242
23025,11044,D-DR-R,6,0.286000013351
23030,24044,RDUR,4,0.0090000629425
23031,14301,UR-RD,5,0.0250000953674
23032,24044,URDR,4,0.00500011444092
23033,14024,RDU-LR,6,0.200999975204
23034,24044,ULRR,4,0.00699996948242
23035,24044,R-LRR,5,0.047000169754
23040,14301,LRD,3,0.00499987602234
23041,14024,UR-LR,5,0.0230000019073
23042,21024,DR,2,0.0
23043,14301,U--UUD,6,0.150000095367
23044,21024,LLR,3,0.00399994850159
23045,14301,U--UUD,6,0.167999982834
23050,24024,RDUR,4,0.00999999046326
23051,24024,-LUR,4,0.018000125885
23052,24024,URDR,4,0.00600004196167
23053,24024,-DRDR,5,0.077999830246
23054,24044,ULRR,4,0.00699996948242
23055,14024,-LUR,4,0.018000125885
23100,10325,R-RDL,5,0.0529999732971
23101,14044,RRLRR,5,0.0439999103546
23102,11044,RR-UUR,6,0.235000133514
23103,14044,LRR,3,0.00499987602234
23104,21044,R-UUR,5,0.0510001182556
23105,10125,RDRDL,5,0.047000169754
23110,11044,URR-R,5,0.0269999504089
23111,21044,URR-R,5,0.0269999504089
23112,24044,UR-RUR,6,0.167999982834
23113,14044,-UUUR,5,0.101999998093
23114,24044,-UUUR,5,0.103999853134
23115,10325,-URDL,5,0.105000019073
23120,11044,R-R,3,0.00300002098083
23121,21044,R-R,3,0.00200009346008
23122,11044,DRD-R,5,0.066999912262
23123,14044,LRR,3,0.00399994850159
23124,11044,RRR-R,5,0.0440001487732
23125,14301,RLRD,4,0.00999999046326
23130,14024,URD--R,6,0.144999980927
23131,24024,L-LUR,5,0.0929999351501
23132,14044,-URRR,5,0.110000133514
23133,14044,URLRR,5,0.029000043869
23134,21024,-U-LR,5,0.105999946594
23135,14024,L-LUR,5,0.095999956131
23140,11044,R-R,3,0.00300002098083
23141,21044,R-R,3,0.00200009346008
23142,24044,UR-RUR,6,0.148999929428
23143,14024,RLLR,4,0.010999917984
23144,11044,RRR-R,5,0.0430002212524
23145,14301,RLRD,4,0.010999917984
23150,11044,URR-R,5,0.0279998779297
23151,24044,-UR,3,0.00400018692017
23152,24044,UR-RUR,6,0.171999931335
23153,14044,LURRR,5,0.0899999141693
23154,10325,-DUUL,5,0.12099981308
23155,14044,-UR,3,0.00500011444092
23200,10525,DRDL,4,0.0130000114441
23201,14044,--LRR,5,0.106999874115
23202,14044,RLRR,4,0.010999917984
23203,11024,R-UUR,5,0.0550000667572
23204,21044,LLR,3,0.00399994850159
23205,14044,--LRR,5,0.111999988556
23210,14301,URLRD,5,0.0309998989105
23211,10125,DR-L,4,0.0140001773834
23212,24044,UR-LR,5,0.0299999713898
23213,14301,R-L-D,5,0.0629999637604
23214,24024,URLLR,5,0.0319998264313
23215,24024,R-LUR,5,0.0640001296997
23220,21024,RR-R,4,0.00999999046326
23221,14044,UR-LR,5,0.0309998989105
23222,24044,UR-LR,5,0.0320000648499
23223,14044,---RR,5,0.116999864578
23224,24044,ULRR,4,0.00800013542175
23225,11024,RR-R,4,0.0090000629425
23230,10525,L-UL,4,0.0169999599457
23231,14044,-RR,3,0.00399994850159
23232,14044,-RR,3,0.00400018692017
23233,24044,-RR,3,0.00399994850159
23234,24044,ULRR,4,0.00699996948242
23235,14024,L-LUR,5,0.177000045776
23240,14301,LRD,3,0.00499987602234
23241,14044,UR-LR,5,0.0469999313354
23242,24044,UR-LR,5,0.0350000858307
23243,14024,UUUR-R,6,0.128999948502
23244,21024,LLR,3,0.00400018692017
23245,11024,RR-R,4,0.00899982452393
23250,14301,URLRD,5,0.029000043869
23251,24024,-UR,3,0.00400018692017
23252,24044,UR-LR,5,0.0309998989105
23253,14301,R-L-D,5,0.0610001087189
23254,24044,ULRR,4,0.00699996948242
23255,14024,-UR,3,0.00399994850159
23300,14301,RRU-RD,6,0.154000043869
23301,14044,RDR,3,0.00300002098083
23302,14301,UR-URRD,7,0.548000097275
23303,14044,LRR,3,0.00499987602234
23304,14301,U-R-RD,6,0.151000022888
23305,14044,UDRRR,5,0.0260000228882
23310,14024,RRU-LR,6,0.1890001297
23311,14024,URRDR,5,0.0230000019073
23312,24044,-RDRUR,6,0.412999868393
23313,14044,DURRR,5,0.055999994278
23314,10325,-UULL,5,0.0819997787476
23315,14044,UDRRR,5,0.0270001888275
23320,11044,D--DR,5,0.0539999008179
23321,14024,RDR,3,0.00200009346008
23322,11024,D---DR,6,0.334000110626
23323,14044,LRR,3,0.00399994850159
23324,14024,R-URLR,6,0.240000009537
23325,14301,RLRD,4,0.0120000839233
23330,14301,RRU-RD,6,0.178999900818
23331,14044,URRDR,5,0.0250000953674
23332,14301,DL-UUD,6,0.289000034332
23333,14044,URLRR,5,0.0249998569489
23334,14301,-UUD,4,0.0160000324249
23335,14044,UDRRR,5,0.0279998779297
23340,23451,-RD--,5,0.0780000686646
23341,14024,RDR,3,0.00300002098083
23342,11044,UUR-LLR,7,0.544999837875
23343,14024,RLLR,4,0.0110001564026
23344,14024,R-URLR,6,0.243000030518
23345,14301,RLRD,4,0.0120000839233
23350,14024,RRU-LR,6,0.180999994278
23351,24024,-LUR,4,0.0189998149872
23352,14301,-UUUUD,6,0.417999982834
23353,14044,LURRR,5,0.066999912262
23354,14044,RR-LRR,6,0.223000049591
23355,14024,-LUR,4,0.0220000743866
23400,10125,DRDL,4,0.0130000114441
23401,14024,ULR-LR,6,0.166999816895
23402,14044,RLRR,4,0.010999917984
23403,11044,R-UUR,5,0.0529999732971
23404,21044,LLR,3,0.00399994850159
23405,24044,UR-UUR,6,0.134000062943
23410,14301,URLRD,5,0.0309998989105
23411,10325,-DL,3,0.00500011444092
23412,14044,-RRRR,5,0.104000091553
23413,14044,-UUUR,5,0.0989999771118
23414,24024,URLLR,5,0.0309998989105
23415,10325,D-LLL,5,0.0840001106262
23420,21044,RR-R,4,0.00999999046326
23421,24044,R-RUR,5,0.0539999008179
23422,14024,RRLLR,5,0.0500001907349
23423,14044,UUUR-R,6,0.113999843597
23424,24044,ULRR,4,0.00800013542175
23425,11044,RR-R,4,0.00899982452393
23430,10525,L-UL,4,0.018000125885
23431,14044,-RR,3,0.00499987602234
23432,14044,-RR,3,0.00400018692017
23433,24044,-RR,3,0.00399994850159
23434,24044,ULRR,4,0.00699996948242
23435,10125,D-DL,4,0.0179998874664
23440,14301,LRD,3,0.00400018692017
23441,24044,R-RUR,5,0.0539999008179
23442,14024,RRLLR,5,0.0480000972748
23443,14044,UUUR-R,6,0.115999937057
23444,21024,LLR,3,0.00399994850159
23445,11044,RR-R,4,0.0090000629425
23450,14301,URLRD,5,0.0309998989105
23451,23451,-,1,0.00100016593933
23452,24024,DURLR,5,0.069000005722
23453,10325,-RRDL,5,0.105999946594
23454,24044,ULRR,4,0.00800013542175
23455,14044,-UR,3,0.00399994850159
23500,10325,UR-UL,5,0.0269999504089
23501,14044,RRLRR,5,0.0450000762939
23502,10525,UR--UL,6,0.156999826431
23503,14044,LRR,3,0.00399994850159
23504,21024,R-UUR,5,0.0529999732971
23505,10525,RDRDL,5,0.058000087738
23510,11024,URR-R,5,0.0279998779297
23511,21024,URR-R,5,0.0280001163483
23512,24044,UR-RUR,6,0.164999961853
23513,14024,-UUUR,5,0.103999853134
23514,24024,-UUUR,5,0.0990002155304
23515,24044,D-LUR,5,0.0879998207092
23520,11024,R-R,3,0.00300002098083
23521,21024,R-R,3,0.0019998550415
23522,11024,DRD-R,5,0.0680000782013
23523,14044,LRR,3,0.00399994850159
23524,11024,RRR-R,5,0.0439999103546
23525,14301,RLRD,4,0.00999999046326
23530,10325,UR-UL,5,0.0280001163483
23531,24024,L-LUR,5,0.0920000076294
23532,14044,-URRR,5,0.105000019073
23533,14044,URLRR,5,0.029000043869
23534,14024,UR-UUR,6,0.162999868393
23535,14024,L-LUR,5,0.0980000495911
23540,11024,R-R,3,0.00300002098083
23541,21024,R-R,3,0.00200009346008
23542,24044,UR-RUR,6,0.164999961853
23543,14024,RLLR,4,0.010999917984
23544,11024,RRR-R,5,0.0440001487732
23545,14301,RLRD,4,0.010999917984
23550,11024,URR-R,5,0.0280001163483
23551,24024,-UR,3,0.00399994850159
23552,24044,UR-RUR,6,0.174000024796
23553,14044,LURRR,5,0.0859999656677
23554,14301,-UDUD,5,0.108999967575
23555,14024,-UR,3,0.00499987602234
24000,14301,URRD,4,0.00400018692017
24001,14024,LL-LR,5,0.0639998912811
24002,24044,DRUR,4,0.010999917984
24003,10525,U-L-UL,6,0.161000013351
24004,24024,URLR,4,0.00699996948242
24005,14024,D-LR,4,0.0120000839233
24010,10525,D-UL,4,0.010999917984
24011,14024,UR-LR,5,0.0270001888275
24012,24044,DRUR,4,0.0130000114441
24013,14301,--LRD,5,0.102999925613
24014,24044,RUR,3,0.00300002098083
24015,14044,R-LRR,5,0.0529999732971
24020,10325,RDL,3,0.00300002098083
24021,14024,L-LR,4,0.0149998664856
24022,14044,RRR,3,0.00200009346008
24023,14044,U--RR,5,0.0329999923706
24024,24024,R,1,0.0
24025,14044,U--DRR,6,0.173000097275
24030,14301,URRD,4,0.00600004196167
24031,14301,UUL-UD,6,0.116999864578
24032,24044,DRUR,4,0.0120000839233
24033,10525,U-L-UL,6,0.193000078201
24034,24024,URLR,4,0.00699996948242
24035,24044,R-LRR,5,0.0550000667572
24040,10325,RDL,3,0.0019998550415
24041,14024,-LR,3,0.00500011444092
24042,14044,RRR,3,0.00200009346008
24043,24044,U-ULRR,6,0.138000011444
24044,24044,R,1,0.000999927520752
24045,14024,DL-LR,5,0.0529999732971
24050,14044,U--RR,5,0.0340001583099
24051,11044,-D-R,4,0.0190000534058
24052,14024,UUUUR,5,0.0209999084473
24053,14044,U--RR,5,0.0350000858307
24054,24044,RUR,3,0.00300002098083
24055,14044,R-LRR,5,0.0529999732971
24100,10525,R-RDL,5,0.0549998283386
24101,14024,LRDR,4,0.0150001049042
24102,11044,UL-DR,5,0.0360000133514
24103,14024,RLR,3,0.00300002098083
24104,11044,RD-R,4,0.0090000629425
24105,14301,L-UD,4,0.0159997940063
24110,11024,--R,3,0.00399994850159
24111,14024,-U--R,5,0.104000091553
24112,14044,UU--R,5,0.0279998779297
24113,21024,U-LLR,5,0.039999961853
24114,21044,RR-R-R,6,0.288000106812
24115,10125,URRRDL,6,0.158999919891
24120,14044,--LR,4,0.0210001468658
24121,14024,LRDR,4,0.0160000324249
24122,14044,---LR,5,0.128000020981
24123,14024,LRLLR,5,0.077999830246
24124,14044,---LR,5,0.128000020981
24125,14301,-LUD,4,0.0210001468658
24130,11044,URDR-R,6,0.151000022888
24131,14301,UUL-UD,6,0.151999950409
24132,11044,UL-DR,5,0.0369999408722
24133,21044,UL-DR,5,0.0390000343323
