COMBINATIONS,DRAW DATE
24-33-34-12-06-25,10/24/2013
13-38-46-34-25-22,10/27/2013
18-29-03-31-17-13,10/29/2013
36-37-10-08-49-40,10/31/2013
05-10-32-29-45-37,11/3/2013
48-16-02-46-29-45,11/5/2013
15-11-23-45-08-12,11/7/2013
37-19-32-31-05-14,11/10/2013
03-06-45-31-16-27,11/12/2013
22-06-01-27-34-15,11/14/2013
36-04-30-26-31-27,11/17/2013
07-47-21-33-38-24,11/19/2013
47-21-09-35-19-15,11/21/2013
42-10-33-38-04-23,11/24/2013
28-06-35-36-02-21,11/26/2013
49-22-17-21-23-24,11/28/2013
08-45-03-46-49-26,12/1/2013
02-41-23-03-05-04,12/3/2013
15-07-30-48-25-32,12/5/2013
10-36-44-35-19-39,12/8/2013
11-05-03-43-38-35,12/10/2013
12-08-37-17-20-09,12/12/2013
14-46-21-02-10-17,12/15/2013
40-42-14-47-24-30,12/17/2013
33-23-34-49-16-03,12/19/2013
34-35-16-33-42-23,12/22/2013
13-42-18-15-41-05,12/24/2013
25-02-46-45-39-47,12/26/2013
45-39-34-21-05-19,12/29/2013
44-34-09-49-12-26,12/31/2013
42-08-45-41-48-03,1/2/2014
11-27-01-35-02-30,1/5/2014
16-48-24-14-27-28,1/7/2014
33-48-34-20-11-03,1/9/2014
09-21-14-27-06-19,1/12/2014
24-28-08-31-20-13,1/14/2014
21-43-38-49-11-20,1/16/2014
25-07-36-12-43-33,1/19/2014
12-09-35-45-27-25,1/21/2014
29-43-48-13-06-25,1/23/2014
02-42-06-13-34-40,1/26/2014
29-28-45-44-40-18,1/28/2014
48-08-43-34-44-30,1/30/2014
40-29-05-44-49-07,2/2/2014
36-06-19-24-03-28,2/4/2014
30-20-06-29-01-03,2/6/2014
29-35-13-48-22-09,2/9/2014
24-38-43-22-37-31,2/11/2014
03-13-33-07-49-02,2/13/2014
14-22-42-11-26-49,2/16/2014
32-17-43-14-40-23,2/18/2014
49-32-04-12-23-24,2/20/2014
12-41-32-08-35-16,2/23/2014
14-25-47-22-17-04,2/25/2014
30-44-45-07-39-48,2/27/2014
28-41-31-45-09-12,3/2/2014
26-36-07-28-01-46,3/4/2014
04-17-11-44-39-31,3/6/2014
41-27-21-47-43-14,3/9/2014
17-49-13-24-10-03,3/11/2014
07-49-40-25-38-37,3/13/2014
01-15-47-36-08-48,3/16/2014
12-46-26-30-27-09,3/18/2014
22-30-01-40-32-12,3/20/2014
16-44-43-17-47-12,3/23/2014
49-31-16-07-24-28,3/25/2014
16-26-47-46-32-08,3/27/2014
36-40-24-10-35-17,3/30/2014
22-20-17-09-13-29,4/1/2014
08-01-35-46-02-22,4/3/2014
01-19-35-49-27-32,4/6/2014
39-40-43-35-41-48,4/8/2014
35-15-24-45-22-04,4/10/2014
33-38-22-47-08-28,4/13/2014
45-34-07-06-14-30,4/15/2014
22-45-40-48-33-49,4/22/2014
15-21-23-38-37-16,4/24/2014
19-11-48-30-02-18,4/27/2014
22-06-39-41-14-45,4/29/2014
09-40-23-38-49-15,5/1/2014
36-15-44-14-26-35,5/4/2014
13-28-49-01-06-10,5/6/2014
11-33-25-48-46-36,5/8/2014
41-34-14-49-33-16,5/11/2014
23-03-36-20-30-08,5/13/2014
39-42-14-08-40-01,5/15/2014
32-31-23-48-47-27,5/18/2014
21-11-31-45-36-07,5/20/2014
31-35-04-06-30-03,5/22/2014
40-16-27-39-29-42,5/25/2014
24-37-03-39-32-26,5/27/2014
39-42-25-43-12-24,5/29/2014
23-33-34-42-41-35,6/1/2014
16-10-45-17-48-41,6/3/2014
13-08-12-35-48-38,6/5/2014
30-24-38-14-43-47,6/8/2014
03-45-24-29-07-41,6/10/2014
18-46-06-07-24-41,6/12/2014
04-27-38-36-35-10,6/15/2014
34-37-21-23-10-22,6/17/2014
40-35-28-09-12-18,6/19/2014
21-31-36-39-03-06,6/22/2014
02-30-03-06-09-20,6/24/2014
46-44-20-28-21-18,6/26/2014
38-04-32-34-05-47,6/29/2014
07-09-29-18-21-26,7/1/2014
12-19-22-20-30-38,7/3/2014
46-19-28-32-24-37,7/6/2014
16-31-44-04-28-05,7/8/2014
35-12-11-13-20-48,7/10/2014
39-20-35-06-19-28,7/13/2014
35-28-31-41-18-39,7/15/2014
17-22-11-10-08-35,7/17/2014
09-28-12-25-05-14,7/20/2014
28-36-25-17-32-13,7/22/2014
05-08-10-41-02-29,7/24/2014
21-34-05-35-46-07,7/27/2014
45-26-35-23-08-01,7/29/2014
43-30-04-29-01-17,7/31/2014
26-24-07-05-46-29,8/3/2014
41-05-29-33-22-21,8/5/2014
49-45-22-46-17-20,8/7/2014
39-45-40-31-35-13,8/10/2014
29-48-26-42-09-02,8/12/2014
26-24-15-39-47-30,8/14/2014
34-49-21-42-39-37,8/17/2014
47-32-09-43-19-20,8/19/2014
38-02-18-09-01-21,8/21/2014
01-49-48-02-18-46,8/24/2014
23-05-04-37-19-34,8/26/2014
49-10-03-46-22-18,8/28/2014
13-10-47-09-36-46,8/31/2014
31-21-09-08-19-32,9/2/2014
42-17-33-44-16-46,9/4/2014
49-43-17-37-21-13,9/7/2014
34-04-08-47-18-17,9/9/2014
16-05-11-38-42-19,9/11/2014
12-47-36-16-31-44,9/14/2014
41-26-27-19-07-01,9/16/2014
25-28-09-17-35-18,9/18/2014
17-30-19-05-02-42,9/21/2014
07-13-33-44-46-03,9/23/2014
03-14-20-16-27-32,9/25/2014
26-24-42-29-06-03,9/28/2014
36-16-04-10-39-19,9/30/2014
01-43-05-48-37-15,10/2/2014
43-48-06-11-13-29,10/5/2014
09-25-02-04-30-40,10/7/2014
35-15-36-37-47-01,10/9/2014
13-41-05-28-46-11,10/12/2014
26-31-29-40-05-16,10/14/2014
29-25-01-49-19-30,10/16/2014
06-26-25-20-49-32,10/19/2014
29-13-20-03-40-38,10/21/2014
11-42-37-22-14-12,10/23/2014
40-49-26-14-45-38,10/26/2014
24-21-08-13-32-33,10/28/2014
13-11-49-05-42-02,10/30/2014
17-29-27-44-12-39,11/2/2014
21-43-11-3-29-47,11/4/2014
34-48-40-27-06-31,11/6/2014
05-30-34-02-40-21,11/9/2014
02-08-16-29-18-35,11/11/2014
41-10-04-20-08-03,11/13/2014
03-22-14-24-40-38,11/16/2014
20-40-32-14-05-31,11/18/2014
04-29-44-42-12-30,11/20/2014
49-33-05-06-14-42,11/23/2014
40-06-16-01-46-13,11/25/2014
38-04-36-06-33-29,11/27/2014
40-03-31-24-26-32,11/30/2014
19-08-43-45-39-15,12/2/2014
16-26-43-09-03-12,12/4/2014
23-03-48-49-09-30,12/7/2014
38-37-19-09-03-16,12/9/2014
47-32-06-14-22-19,12/11/2014
38-47-13-12-19-30,12/14/2014
35-48-07-33-27-26,12/16/2014
27-06-41-09-31-33,12/18/2014
41-28-10-18-38-29,12/21/2014
11-24-22-41-28-13,12/23/2014
43-16-49-31-18-20,12/28/2014
28-46-30-31-44-24,12/30/2014
40-11-14-39-04-32,1/4/2015
30-23-43-32-28-09,1/6/2015
41-11-42-30-19-38,1/8/2015
38-31-19-13-34-06,1/11/2015
45-05-15-21-28-17,1/13/2015
27-06-09-08-17-03,1/15/2015
49-36-26-42-05-04,1/18/2015
46-19-07-18-17-40,1/20/2015
12-04-33-05-10-07,1/22/2015
11-49-14-28-46-17,1/25/2015
01-47-02-27-37-24,1/27/2015
47-05-46-02-13-08,1/29/2015
20-12-40-14-09-05,2/1/2015
06-01-16-39-38-10,2/3/2015
19-47-49-02-46-29,2/5/2015
02-37-22-12-42-24,2/8/2015
13-27-45-16-19-41,2/10/2015
07-13-45-11-10-37,2/12/2015
23-11-08-04-22-25,2/15/2015
16-23-19-20-25-30,2/17/2015
01-39-49-35-03-10,2/19/2015
05-31-38-29-46-20,2/22/2015
06-39-41-23-31-22,2/24/2015
04-21-37-45-27-15,2/26/2015
31-19-16-39-45-40,3/1/2015
26-48-42-44-10-33,3/3/2015
24-46-47-02-31-01,3/5/2015
24-42-46-13-33-02,3/8/2015
43-40-30-11-19-37,3/10/2015
15-22-24-27-10-20,3/12/2015
18-16-04-08-48-03,3/15/2015
42-48-04-46-05-39,3/19/2015
27-38-15-43-49-11,3/22/2015
16-36-12-37-46-09,3/26/2015
34-07-47-10-01-02,3/29/2015
38-37-32-03-34-39,3/31/2015
33-39-43-44-15-07,4/7/2015
44-46-33-28-05-13,4/9/2015
48-35-19-37-24-28,4/12/2015
40-45-33-37-31-03,4/14/2015
18-25-29-23-09-35,4/16/2015
46-18-17-24-39-08,3/17/2015
38-07-44-41-03-02,3/24/2015
01-39-31-46-49-48,4/19/2015
10-19-14-28-45-44,4/21/2015
08-22-05-32-34-45,4/23/2015
15-23-32-35-47-06,4/26/2015
24-28-38-42-17-05,4/28/2015
13-16-01-22-34-26,4/30/2015
11-10-05-48-49-35,5/3/2015
34-46-49-31-25-27,5/5/2015
10-09-19-31-16-49,5/7/2015
27-42-46-05-23-31,5/10/2015
38-40-09-19-02-22,5/12/2015
42-32-36-09-41-20,5/14/2015
26-45-02-10-29-46,5/17/2015
35-39-29-30-38-41,5/19/2015
48-35-14-08-17-10,5/21/2015
45-31-17-18-44-30,5/24/2015
01-41-49-35-08-16,5/26/2015
18-29-38-05-31-22,5/28/2015
49-21-24-05-08-39,5/31/2015
30-34-49-01-05-29,6/2/2015
37-23-14-13-45-20,6/4/2015
39-36-06-24-43-25,6/7/2015
13-37-41-47-02-27,6/9/2015
29-21-01-14-18-07,6/11/2015
27-32-43-11-07-05,6/14/2015
36-03-14-43-38-04,6/16/2015
49-15-37-21-48-07,6/18/2015
22-13-19-14-30-35,6/21/2015
04-46-35-12-39-15,6/23/2015
13-19-04-31-49-20,6/25/2015
14-05-01-32-37-49,6/28/2015
42-05-32-11-24-21,6/30/2015
27-02-04-08-13-40,7/2/2015
11-31-03-28-44-13,7/5/2015
18-48-12-11-13-05,7/7/2015
25-46-49-39-17-07,7/9/2015
04-01-32-13-29-08,7/12/2015
17-45-19-04-37-38,7/14/2015
29-47-10-36-16-21,7/16/2015
30-24-15-07-36-01,7/19/2015
41-21-02-44-03-26,7/21/2015
06-28-35-46-38-03,7/23/2015
43-19-07-27-18-44,7/26/2015
08-35-04-20-17-14,7/28/2015
25-32-04-11-15-29,7/30/2015
15-39-09-07-14-13,8/2/2015
18-17-12-48-29-01,8/4/2015
42-01-04-11-16-47,8/6/2015
21-33-14-08-23-30,8/9/2015
34-44-04-42-06-03,8/11/2015
08-21-04-48-23-30,8/13/2015
29-44-33-36-40-06,8/16/2015
05-27-43-46-14-22,8/18/2015
26-35-37-30-42-09,8/20/2015
42-25-36-17-26-35,8/23/2015
29-08-33-42-46-12,8/25/2015
03-39-40-48-19-46,8/27/2015
07-10-40-45-31-14,8/30/2015
07-29-02-19-32-13,9/1/2015
17-07-38-03-23-13,9/3/2015
49-14-10-47-42-35,9/6/2015
05-30-15-34-22-24,9/8/2015
16-13-20-01-28-14,9/13/2015
43-49-44-21-09-10,9/15/2015
13-46-21-41-02-34,9/17/2015
35-41-30-22-14-44,9/20/2015
25-12-49-05-20-27,9/22/2015
18-38-12-39-25-06,9/24/2015
04-41-29-09-26-20,9/27/2015
35-02-12-44-34-27,9/29/2015
32-12-04-44-13-17,10/1/2015
07-12-43-21-33-47,10/4/2015
13-43-02-23-25-36,10/6/2015
27-31-41-06-48-09,10/8/2015
22-04-48-15-17-23,10/11/2015
38-47-39-43-08-46,10/13/2015
49-42-38-41-26-44,10/15/2015
49-13-32-36-09-23,10/18/2015
05-42-33-32-08-49,10/20/2015
03-08-45-12-49-19,10/22/2015
24-34-27-40-28-49,10/25/2015
07-12-23-46-24-40,10/27/2015
06-41-43-03-11-49,10/29/2015
48-49-30-17-42-38,11/1/2015
09-26-01-46-32-02,11/3/2015
11-02-22-39-46-27,11/5/2015
27-12-38-20-06-25,11/8/2015
42-33-48-31-44-01,11/10/2015
30-45-01-10-16-14,11/12/2015
27-43-35-34-10-47,11/15/2015
46-05-07-37-44-22,11/17/2015
08-06-35-29-13-36,11/19/2015
07-37-09-35-01-30,11/22/2015
21-09-23-26-05-35,11/24/2015
33-09-15-39-23-06,11/26/2015
07-04-23-48-36-47,11/29/2015
48-32-34-19-31-04,12/1/2015
34-26-17-21-39-49,12/3/2015
08-07-17-35-06-20,12/6/2015
32-28-38-22-40-43,12/8/2015
04-43-36-33-18-34,9/10/2015
44-38-04-40-42-46,12/10/2015
05-13-33-10-15-08,12/13/2015
32-12-28-38-25-31,12/15/2015
19-37-36-03-27-34,12/17/2015
14-47-29-40-08-06,12/20/2015
22-32-08-49-01-37,12/22/2015
24-29-13-20-48-08,12/24/2015
06-41-15-35-28-04,12/27/2015
02-47-16-01-26-21,12/29/2015
28-33-45-41-15-24,12/31/2015
19-43-22-32-01-06,1/3/2016
27-16-30-23-29-06,1/5/2016
15-16-41-46-45-42,1/7/2016
08-48-39-38-13-36,1/10/2016
46-12-39-26-23-49,1/12/2016
20-08-22-04-14-35,1/14/2016
47-29-31-07-24-16,1/17/2016
38-27-46-15-08-49,1/19/2016
29-17-47-03-07-26,1/21/2016
28-05-46-22-27-49,1/24/2016
10-02-42-45-15-11,1/26/2016
39-32-04-12-18-10,1/28/2016
44-36-20-49-24-47,1/31/2016
21-29-22-11-41-38,2/2/2016
19-28-26-39-45-08,2/4/2016
07-09-06-04-13-36,2/7/2016
14-11-02-26-34-36,2/9/2016
31-27-19-20-11-28,2/11/2016
38-31-49-02-08-10,2/14/2016
03-19-33-39-29-26,2/16/2016
01-36-08-27-19-03,2/18/2016
38-22-44-34-36-45,2/21/2016
32-28-48-25-16-38,2/23/2016
33-48-47-28-26-41,2/25/2016
01-31-40-30-42-33,2/28/2016
09-21-30-42-38-34,3/1/2016
31-37-36-09-24-30,3/3/2016
13-33-01-03-18-32,3/6/2016
16-31-30-46-25-04,3/8/2016
08-17-23-13-34-35,3/10/2016
34-06-18-38-04-30,3/13/2016
20-03-15-13-06-12,3/15/2016
47-05-06-46-09-15,3/17/2016
10-16-40-17-03-09,3/20/2016
42-20-27-31-04-28,3/22/2016
05-49-14-27-34-19,3/29/2016
22-09-08-31-02-44,3/31/2016
32-02-28-40-37-27,4/3/2016
49-04-20-46-40-30,4/5/2016
25-10-13-15-20-37,4/7/2016
15-02-23-17-42-30,4/10/2016
37-33-04-31-07-30,4/12/2016
31-13-45-20-41-46,4/14/2016
22-36-47-06-37-04,4/17/2016
05-24-12-14-43-20,4/19/2016
34-29-41-49-32-05,4/21/2016
25-38-48-29-24-35,4/24/2016
31-42-05-34-11-14,4/26/2016
17-19-14-47-46-16,4/28/2016
30-29-03-27-17-04,5/1/2016
32-03-31-09-30-16,5/3/2016
41-47-24-20-29-12,5/5/2016
06-23-12-44-05-24,5/8/2016
35-03-04-49-13-19,5/10/2016
21-12-25-33-32-18,5/12/2016
40-01-20-36-35-29,5/15/2016
48-19-08-29-33-44,5/17/2016
25-06-38-13-29-18,5/19/2016
08-45-35-32-34-47,5/22/2016
24-21-44-20-17-13,5/24/2016
39-01-38-11-22-10,5/26/2016
06-16-36-12-30-28,5/29/2016
20-03-48-30-26-38,5/31/2016
21-30-04-25-22-37,6/2/2016
40-05-03-41-17-25,6/5/2016
46-14-06-37-11-15,6/7/2016
19-36-14-09-16-49,6/9/2016
40-46-38-17-43-12,6/12/2016
07-09-45-14-41-35,6/14/2016
25-30-23-21-47-06,6/16/2016
11-09-25-23-31-18,6/19/2016
19-43-32-45-24-03,6/21/2016
41-48-06-40-03-10,6/23/2016
34-13-05-15-20-26,6/26/2016
06-34-35-25-18-29,6/28/2016
01-05-40-09-43-36,6/30/2016
46-45-18-15-42-26,7/3/2016
32-15-39-04-40-29,7/5/2016
11-32-19-48-34-14,7/7/2016
18-35-44-42-09-38,7/10/2016
01-25-38-03-49-21,7/12/2016
26-42-35-47-33-07,7/14/2016
40-16-22-27-13-49,7/17/2016
08-11-04-35-39-17,7/19/2016
48-41-24-37-31-46,7/21/2016
32-21-40-05-24-08,7/24/2016
11-02-46-22-12-09,7/26/2016
48-23-42-43-32-22,7/28/2016
16-09-35-28-13-01,7/31/2016
02-47-27-01-22-17,8/2/2016
30-16-25-43-09-31,8/4/2016
33-18-32-38-01-26,8/7/2016
24-04-48-07-15-23,8/9/2016
17-25-21-36-41-16,8/11/2016
40-07-45-23-01-28,8/14/2016
14-11-29-22-05-09,8/16/2016
18-12-40-36-43-20,8/18/2016
13-06-40-41-05-16,8/21/2016
02-01-24-07-38-03,8/23/2016
48-21-47-34-43-49,8/25/2016
36-48-04-11-44-47,8/28/2016
47-27-03-37-12-16,8/30/2016
23-40-25-05-21-04,9/1/2016
04-17-01-22-45-27,9/4/2016
13-10-31-45-16-01,9/6/2016
47-28-05-18-42-02,9/8/2016
38-03-30-04-09-49,9/11/2016
38-25-46-32-29-41,9/13/2016
31-21-02-25-15-19,9/15/2016
22-06-37-05-23-45,9/18/2016
13-08-07-46-31-43,9/20/2016
15-12-39-47-32-11,9/22/2016
26-09-25-28-39-03,9/25/2016
34-06-18-14-13-29,9/27/2016
38-19-40-34-43-17,9/29/2016
04-21-26-40-42-18,10/2/2016
29-37-36-19-21-39,10/4/2016
04-10-31-06-33-02,10/6/2016
01-30-18-49-32-34,10/9/2016
41-17-49-46-43-19,10/11/2016
43-30-36-40-14-45,10/13/2016
47-25-34-03-01-45,10/16/2016
25-37-34-13-43-02,10/18/2016
30-24-45-18-28-41,10/20/2016
41-36-03-28-13-47,10/23/2016
15-11-24-37-14-41,10/25/2016
42-37-33-11-13-03,10/27/2016
07-08-35-16-33-36,10/30/2016
35-33-24-46-10-03,11/1/2016
46-30-33-20-37-48,11/3/2016
11-24-21-28-07-14,11/6/2016
29-21-20-39-14-10,11/8/2016
42-08-15-41-20-24,11/10/2016
23-25-21-08-24-15,11/13/2016
41-16-19-27-39-38,11/15/2016
33-06-19-12-39-23,11/17/2016
49-47-13-11-42-43,11/20/2016
48-44-41-23-34-12,11/22/2016
22-34-19-18-47-05,11/24/2016
19-27-06-44-01-39,11/27/2016
38-22-41-04-12-34,11/29/2016
32-24-35-03-49-25,12/1/2016
31-46-29-40-27-14,12/4/2016
37-45-19-09-11-03,12/6/2016
28-03-46-49-07-05,12/8/2016
42-44-26-04-25-31,12/11/2016
20-23-14-22-21-16,12/13/2016
33-37-18-27-29-39,12/15/2016
32-33-12-10-35-22,12/18/2016
04-37-32-27-25-46,12/20/2016
05-07-02-01-37-48,12/22/2016
43-41-25-20-44-48,12/27/2016
46-02-16-43-48-04,12/29/2016
21-42-35-36-25-15,1/3/2017
46-44-20-33-01-03,1/5/2017
27-36-28-42-23-03,1/8/2017
22-42-28-37-36-07,1/10/2017
33-46-28-24-39-07,1/12/2017
16-23-43-47-31-21,1/15/2017
29-45-08-39-25-44,1/17/2017
22-32-09-36-08-20,1/19/2017
37-28-34-33-09-11,1/22/2017
10-29-02-27-16-05,1/24/2017
35-26-39-23-40-02,1/26/2017
19-05-44-04-32-20,1/29/2017
17-05-28-18-47-06,1/31/2017
01-48-26-47-44-22,2/2/2017
03-10-13-25-19-15,2/5/2017
08-10-06-23-36-13,2/7/2017
24-44-26-46-29-08,2/9/2017
03-42-48-41-17-16,2/12/2017
27-48-46-16-45-34,2/14/2017
04-39-42-16-46-03,2/16/2017
13-20-32-24-21-43,2/19/2017
02-25-36-47-41-31,2/21/2017
36-04-01-29-15-45,2/23/2017
25-48-18-35-49-36,2/26/2017
48-30-36-29-03-08,2/28/2017
14-27-32-45-03-30,3/2/2017
02-40-24-30-17-15,3/5/2017
22-37-47-16-24-40,3/7/2017
05-38-07-32-08-23,3/9/2017
21-08-02-33-35-25,3/12/2017
26-45-02-46-30-08,3/14/2017
38-49-34-02-45-39,3/16/2017
16-33-29-30-38-28,3/19/2017
36-16-03-08-41-33,3/21/2017
09-39-01-26-20-34,3/23/2017
18-16-09-48-06-35,3/26/2017
41-36-10-09-49-37,3/28/2017
34-45-39-05-04-41,3/30/2017
24-18-44-19-16-43,4/2/2017
20-21-26-06-04-25,4/4/2017
24-38-40-39-10-34,4/6/2017
18-16-03-32-10-23,4/9/2017
14-34-22-09-39-03,4/11/2017
39-27-04-08-11-46,4/18/2017
17-23-47-26-02-39,4/20/2017
07-08-29-40-48-25,4/23/2017
02-08-26-24-36-37,4/25/2017
15-23-48-36-01-14,4/27/2017
27-17-09-39-41-25,4/30/2017
08-13-41-43-05-46,5/2/2017
29-30-47-07-09-27,5/4/2017
38-16-33-29-27-25,5/7/2017
08-03-27-17-45-20,5/9/2017
39-36-13-01-10-21,5/11/2017
05-43-34-02-33-26,5/14/2017
20-11-33-14-47-38,5/16/2017
09-14-06-27-32-44,5/18/2017
18-10-31-27-35-20,5/21/2017
21-26-15-29-33-31,5/23/2017
33-07-38-32-49-09,5/25/2017
26-41-28-07-45-19,5/28/2017
26-22-42-40-45-39,5/30/2017
22-34-12-05-32-45,6/1/2017
15-06-08-39-05-03,6/4/2017
01-15-19-21-17-16,6/6/2017
14-35-23-06-10-48,6/8/2017
30-44-32-48-29-37,6/11/2017
43-49-29-30-48-37,6/13/2017
36-12-07-10-47-29,6/15/2017
28-40-43-39-12-16,6/18/2017
40-07-21-45-32-46,6/20/2017
28-04-11-37-19-47,6/22/2017
43-27-09-08-30-45,6/25/2017
27-37-42-38-22-03,6/27/2017
34-28-29-16-09-03,6/29/2017
46-13-45-37-17-26,7/2/2017
35-15-13-37-25-47,7/4/2017
09-29-45-17-14-26,7/6/2017
11-17-16-04-10-29,7/9/2017
41-45-11-03-28-23,7/11/2017
23-30-22-03-41-19,7/13/2017
45-10-25-03-37-13,7/16/2017
25-30-01-42-28-06,7/18/2017
29-23-12-31-22-13,7/20/2017
14-18-34-26-24-28,7/23/2017
31-18-21-01-34-28,7/25/2017
14-26-47-44-31-30,7/27/2017
36-12-32-23-28-40,7/30/2017
05-03-32-24-26-36,8/1/2017
36-10-24-46-35-42,8/3/2017
26-44-18-37-28-21,8/6/2017
25-38-07-48-27-46,8/8/2017
05-46-12-23-47-31,8/10/2017
07-38-42-29-48-02,8/13/2017
21-46-47-08-43-11,8/15/2017
28-39-19-16-01-12,8/17/2017
13-36-07-19-06-01,8/20/2017
21-30-03-18-06-11,8/22/2017
11-15-17-38-44-09,8/24/2017
08-19-40-28-39-41,8/27/2017
43-17-30-32-10-47,8/29/2017
18-42-16-26-41-40,8/31/2017
44-03-38-07-43-36,9/3/2017
36-15-11-03-26-46,9/5/2017
01-33-38-48-02-04,9/7/2017
29-25-19-23-07-30,9/10/2017
18-12-04-41-17-34,9/12/2017
04-27-36-19-06-39,9/14/2017
35-30-02-36-04-20,9/17/2017
21-39-04-10-31-11,9/19/2017
25-30-47-01-43-14,9/21/2017
12-35-17-07-14-34,9/24/2017
47-25-09-38-03-05,9/26/2017
32-21-15-43-09-41,9/28/2017
32-13-19-08-27-40,10/1/2017
11-35-16-45-33-41,10/3/2017
26-11-46-09-14-07,10/5/2017
06-01-04-17-19-31,10/8/2017
31-36-17-47-34-10,10/10/2017
41-32-17-31-12-19,10/12/2017
16-26-49-44-03-12,10/15/2017
30-18-41-24-48-42,10/17/2017
22-15-01-28-11-06,10/19/2017
14-29-16-10-31-42,10/22/2017
42-01-17-05-34-45,10/24/2017
36-16-35-48-11-03,10/26/2017
32-22-16-36-10-27,10/29/2017
24-26-21-17-48-43,10/31/2017
34-36-49-33-48-05,11/2/2017
11-45-27-17-47-14,11/5/2017
38-32-14-24-25-23,11/7/2017
08-31-29-01-10-16,11/9/2017
09-40-08-42-25-07,11/12/2017
36-05-30-04-21-29,11/14/2017
08-20-43-07-09-45,11/16/2017
37-19-01-40-32-06,11/19/2017
23-16-45-19-27-05,11/21/2017
04-28-09-11-17-13,11/23/2017
34-19-42-12-35-28,11/26/2017
45-24-01-14-38-30,11/28/2017
28-03-23-32-29-02,11/30/2017
11-28-14-38-16-02,12/3/2017
19-21-23-17-25-37,12/5/2017
37-28-45-22-23-09,12/7/2017
42-04-20-30-05-03,12/10/2017
47-28-48-13-04-31,12/12/2017
37-33-35-06-08-28,12/14/2017
28-32-37-26-36-35,12/17/2017
32-03-49-23-44-07,12/19/2017
02-43-16-32-05-44,12/21/2017
05-35-31-21-10-04,12/24/2017
32-46-45-04-24-25,12/26/2017
44-36-18-19-21-30,12/28/2017
14-05-19-02-33-37,12/31/2017
