COMBINATIONS,DRAW DATE
26-13-47-17-28-16,1/19/2015
46-12-21-23-39-52,1/21/2015
21-38-28-27-44-02,1/24/2015
29-04-50-23-19-30,1/26/2015
09-32-42-14-20-40,1/28/2015
35-55-44-04-11-07,1/31/2015
34-15-27-04-03-39,2/2/2015
54-36-43-41-30-42,2/4/2015
45-11-24-15-02-03,2/7/2015
53-09-06-49-30-48,2/9/2015
19-47-42-38-04-25,2/11/2015
24-12-33-02-18-35,2/14/2015
42-54-22-15-11-49,2/16/2015
06-39-17-50-54-24,2/18/2015
20-46-05-32-40-34,2/21/2015
49-45-15-09-38-01,2/23/2015
10-14-03-08-38-09,2/25/2015
51-27-26-18-09-04,2/28/2015
14-23-32-05-55-20,3/2/2015
10-07-48-19-08-55,3/4/2015
42-02-52-47-11-38,3/7/2015
21-32-33-11-20-26,3/9/2015
52-44-25-06-39-13,3/11/2015
39-41-38-44-14-03,3/14/2015
48-33-52-45-22-49,3/16/2015
26-27-33-02-44-05,3/21/2015
16-24-17-11-44-30,3/23/2015
03-23-09-49-46-53,3/25/2015
54-12-13-42-48-18,3/28/2015
27-28-47-20-40-44,3/30/2015
50-45-22-31-52-27,4/1/2015
22-06-50-17-03-26,4/6/2015
28-40-19-30-32-13,4/8/2015
55-35-30-16-05-12,4/11/2015
04-45-27-16-43-32,4/13/2015
51-09-30-45-54-19,4/15/2015
45-01-55-54-43-15,3/18/2015
51-14-37-44-49-16,4/18/2015
17-55-31-28-12-40,4/20/2015
23-45-44-41-07-38,4/22/2015
18-28-25-53-07-11,4/25/2015
02-26-15-13-22-43,4/27/2015
33-23-02-41-10-24,4/29/2015
31-37-28-49-43-34,5/2/2015
43-36-35-40-24-05,5/4/2015
15-55-49-43-54-01,5/6/2015
18-29-07-08-32-45,5/9/2015
06-02-26-48-35-27,5/11/2015
06-36-46-41-02-01,5/13/2015
22-09-43-14-06-31,5/16/2015
41-23-38-31-52-43,5/18/2015
39-21-12-42-49-48,5/20/2015
40-05-55-35-52-20,5/23/2015
06-44-48-35-54-27,5/25/2015
08-51-54-38-12-40,5/27/2015
42-19-25-18-48-45,5/30/2015
06-26-02-37-23-05,6/1/2015
09-51-26-19-31-39,6/3/2015
24-12-28-38-41-08,6/6/2015
28-20-52-06-40-45,6/8/2015
26-23-46-01-02-22,6/10/2015
44-21-34-17-54-50,6/13/2015
09-11-37-45-20-44,6/15/2015
51-42-49-25-37-17,6/17/2015
35-01-08-27-30-06,6/20/2015
51-13-06-35-08-37,6/22/2015
31-33-13-12-04-27,6/24/2015
02-08-12-52-48-27,6/27/2015
43-41-09-33-52-22,6/29/2015
16-26-34-45-32-04,7/1/2015
22-34-08-01-52-06,7/4/2015
16-07-02-31-42-37,7/6/2015
28-47-36-31-20-37,7/8/2015
37-28-38-32-19-27,7/11/2015
35-49-31-48-12-30,7/13/2015
44-07-47-10-55-49,7/15/2015
23-52-46-03-42-43,7/18/2015
18-05-14-26-53-04,7/20/2015
41-07-43-29-18-17,7/22/2015
30-32-54-42-19-04,7/25/2015
41-39-29-38-30-46,7/27/2015
22-08-31-11-12-46,7/29/2015
08-29-16-26-13-21,8/1/2015
25-30-14-07-10-19,8/3/2015
33-43-17-45-03-36,8/5/2015
26-05-11-53-35-28,8/8/2015
49-01-25-32-04-06,8/10/2015
54-41-36-08-14-15,8/12/2015
03-25-54-24-53-36,8/15/2015
22-12-09-37-35-01,8/17/2015
44-12-34-33-23-02,8/19/2015
37-29-02-27-04-45,8/22/2015
14-18-37-39-53-13,8/24/2015
25-41-27-47-12-02,8/26/2015
47-41-14-24-49-35,8/29/2015
35-14-43-13-53-50,8/31/2015
45-09-30-29-25-08,9/2/2015
29-20-25-08-30-28,9/5/2015
21-54-23-34-48-41,9/7/2015
11-01-14-05-48-28,9/9/2015
13-40-11-04-51-03,9/12/2015
30-27-29-28-16-04,9/14/2015
20-22-29-28-39-34,9/16/2015
54-46-29-13-01-41,9/19/2015
35-43-25-38-12-11,9/21/2015
07-55-08-13-15-21,9/23/2015
12-42-41-32-49-51,9/26/2015
11-51-54-29-55-02,9/28/2015
25-04-31-01-50-33,9/30/2015
20-16-52-31-53-19,10/3/2015
40-48-05-13-52-31,10/5/2015
04-24-26-20-32-49,10/7/2015
42-26-45-18-11-48,10/10/2015
22-38-27-06-25-33,10/12/2015
54-51-19-06-53-27,10/14/2015
35-47-44-24-51-25,10/17/2015
54-08-33-14-46-40,10/19/2015
44-07-14-24-08-02,10/21/2015
48-06-03-32-22-14,10/24/2015
14-08-34-27-45-38,10/26/2015
15-03-41-28-53-30,10/28/2015
21-18-10-51-25-52,10/31/2015
28-41-50-47-44-17,11/2/2015
12-51-27-20-15-05,11/4/2015
05-42-28-17-44-54,11/7/2015
09-33-55-24-43-53,11/9/2015
36-49-47-39-02-42,11/11/2015
25-30-14-44-28-55,11/14/2015
42-30-22-49-14-39,11/16/2015
02-33-20-12-15-16,11/18/2015
41-45-39-24-17-20,11/21/2015
14-09-23-08-46-10,11/23/2015
23-06-54-18-13-49,11/25/2015
01-15-33-31-44-09,11/28/2015
31-52-03-06-25-32,11/30/2015
21-43-42-10-04-31,12/2/2015
19-45-48-49-01-54,12/5/2015
49-54-15-46-42-26,12/7/2015
20-29-22-13-17-39,12/9/2015
37-01-06-09-03-16,12/12/2015
23-10-02-09-13-31,12/14/2015
28-38-53-22-40-29,12/16/2015
27-37-17-49-32-22,12/19/2015
47-13-36-15-12-43,12/21/2015
22-25-02-39-28-49,12/23/2015
30-50-26-45-07-52,12/26/2015
10-26-40-08-05-02,12/28/2015
13-37-10-50-26-47,12/30/2015
43-07-23-32-02-48,1/2/2016
33-55-30-13-31-10,1/4/2016
50-20-31-01-40-14,1/6/2016
24-21-26-05-47-33,1/9/2016
17-35-23-38-44-26,1/11/2016
48-19-29-20-21-49,1/13/2016
42-06-36-04-28-33,1/16/2016
53-47-01-18-39-24,1/18/2016
06-41-40-08-13-27,1/20/2016
28-12-54-03-09-01,1/23/2016
24-13-51-29-35-02,1/25/2016
18-12-32-09-23-50,1/27/2016
06-25-17-09-14-12,1/30/2016
41-12-27-54-29-49,2/1/2016
04-18-21-51-08-17,2/3/2016
55-53-42-32-04-26,2/6/2016
30-11-49-18-25-47,2/8/2016
35-13-54-27-33-36,2/10/2016
16-41-34-13-30-54,2/13/2016
38-39-42-36-15-33,2/15/2016
55-12-33-02-18-03,2/17/2016
42-05-01-52-39-43,2/20/2016
48-09-32-50-38-07,2/22/2016
24-17-08-28-30-18,2/24/2016
15-44-35-14-05-45,2/27/2016
38-51-36-20-48-47,2/29/2016
38-51-08-22-13-29,3/2/2016
08-11-50-38-54-40,3/5/2016
42-36-06-55-41-51,3/7/2016
30-07-21-41-03-42,3/9/2016
05-43-20-12-44-47,3/12/2016
14-10-09-12-28-23,3/14/2016
13-29-30-27-36-06,3/16/2016
49-38-28-26-45-23,3/19/2016
48-35-31-33-16-36,3/21/2016
14-40-20-32-27-10,3/23/2016
46-55-25-30-51-15,3/28/2016
46-51-32-26-53-09,3/30/2016
11-29-22-01-39-40,4/2/2016
53-17-50-09-51-48,4/4/2016
32-02-01-52-17-27,4/6/2016
07-23-02-55-39-19,4/9/2016
15-29-24-51-55-43,4/11/2016
42-07-55-35-44-52,4/13/2016
46-45-18-50-51-38,4/16/2016
50-39-36-23-05-22,4/18/2016
19-10-15-39-44-25,4/20/2016
32-35-25-26-44-17,4/23/2016
04-30-44-37-53-42,4/25/2016
12-10-14-01-28-47,4/27/2016
41-48-39-09-50-14,4/30/2016
35-12-21-01-16-03,5/2/2016
14-20-16-05-22-24,5/4/2016
47-19-02-01-17-04,5/7/2016
52-33-04-02-07-11,5/9/2016
05-14-19-18-43-47,5/11/2016
08-04-15-49-40-10,5/14/2016
10-26-49-34-52-33,5/16/2016
11-07-51-17-53-05,5/18/2016
11-08-53-45-04-32,5/21/2016
12-17-20-15-05-02,5/23/2016
33-12-37-36-32-38,5/25/2016
28-16-06-44-04-39,5/28/2016
43-46-17-30-35-06,5/30/2016
14-07-15-25-43-01,6/1/2016
51-02-29-15-19-39,6/4/2016
28-49-25-24-18-39,6/6/2016
11-17-38-45-20-35,6/8/2016
42-13-33-34-51-02,6/11/2016
29-15-20-44-47-11,6/13/2016
07-06-40-47-29-52,6/15/2016
52-42-48-13-37-09,6/18/2016
19-40-13-30-09-26,6/20/2016
27-42-10-54-31-16,6/22/2016
05-16-53-01-33-04,6/25/2016
28-50-42-53-07-30,6/27/2016
05-10-20-39-12-36,6/29/2016
08-25-05-04-50-45,7/2/2016
44-14-09-26-48-33,7/4/2016
14-23-06-20-39-54,7/6/2016
28-43-31-13-18-02,7/9/2016
17-15-53-30-14-02,7/11/2016
35-38-21-23-24-12,7/13/2016
33-32-51-17-13-03,7/16/2016
05-27-21-45-02-47,7/18/2016
10-07-16-22-44-37,7/20/2016
37-34-19-08-26-25,7/23/2016
15-42-11-31-30-28,7/25/2016
23-44-28-12-04-13,7/27/2016
13-35-24-09-06-53,7/30/2016
15-09-47-20-02-40,8/1/2016
44-02-43-52-31-51,8/3/2016
17-31-38-27-47-36,8/6/2016
16-18-28-13-55-47,8/8/2016
41-25-08-11-29-34,8/10/2016
01-51-06-31-10-48,8/13/2016
25-04-48-28-20-23,8/15/2016
55-16-02-11-50-32,8/17/2016
46-32-20-04-26-51,8/20/2016
55-37-08-15-27-47,8/22/2016
45-20-13-26-02-43,8/24/2016
47-16-42-22-43-50,8/27/2016
11-14-37-44-20-38,8/29/2016
43-12-35-48-07-28,8/31/2016
33-23-12-41-35-01,9/3/2016
06-17-05-54-45-29,9/5/2016
24-36-29-49-22-53,9/7/2016
47-19-55-23-38-06,9/10/2016
27-03-44-33-39-19,9/12/2016
16-31-41-19-09-08,9/14/2016
24-53-33-17-51-22,9/17/2016
47-31-43-39-23-26,9/19/2016
42-19-45-03-41-49,9/21/2016
49-16-27-24-28-35,9/24/2016
08-16-37-29-31-22,9/26/2016
18-17-46-47-14-54,9/28/2016
35-22-11-42-20-03,10/1/2016
34-09-27-44-20-12,10/3/2016
25-40-54-21-51-15,10/5/2016
48-49-18-52-33-14,10/8/2016
53-33-11-21-49-41,10/10/2016
17-23-19-10-03-46,10/12/2016
05-03-52-34-13-53,10/15/2016
44-36-07-12-11-15,10/17/2016
15-46-22-28-36-44,10/19/2016
34-15-47-13-04-53,10/22/2016
38-31-51-33-49-47,10/24/2016
30-47-32-20-05-21,10/26/2016
33-14-46-05-38-23,10/29/2016
19-07-44-04-12-27,10/31/2016
12-20-45-04-55-29,11/2/2016
07-16-02-23-36-30,11/5/2016
47-30-21-15-22-43,11/7/2016
44-52-33-40-03-05,11/9/2016
03-13-52-43-38-54,11/12/2016
39-43-45-30-14-12,11/14/2016
36-07-47-20-52-18,11/16/2016
54-13-41-31-18-21,11/19/2016
05-44-37-11-34-19,11/21/2016
15-03-46-22-05-19,11/23/2016
06-34-19-20-38-07,11/26/2016
26-03-33-48-34-10,11/28/2016
27-16-10-33-46-55,11/30/2016
41-32-02-48-31-35,12/3/2016
38-01-13-52-35-45,12/5/2016
36-30-18-37-28-31,12/7/2016
54-08-29-47-55-27,12/10/2016
10-21-18-04-47-03,12/12/2016
07-27-17-11-32-49,12/14/2016
48-38-04-33-12-21,12/17/2016
54-45-05-47-18-55,12/19/2016
27-08-44-49-14-40,12/21/2016
35-23-15-55-28-41,12/24/2016
12-53-43-40-52-17,12/26/2016
51-35-50-30-17-02,12/28/2016
33-31-29-26-14-54,12/31/2016
18-29-35-16-05-47,1/2/2017
05-42-38-37-03-46,1/4/2017
34-20-40-04-18-42,1/7/2017
47-14-03-49-48-30,1/9/2017
50-47-35-08-38-44,1/11/2017
27-36-28-19-54-23,1/14/2017
11-49-24-01-43-50,1/16/2017
45-27-37-43-06-39,1/18/2017
52-17-20-43-15-19,1/21/2017
18-47-39-22-10-23,1/23/2017
26-06-46-36-11-15,1/25/2017
51-38-40-32-36-10,1/28/2017
16-22-04-52-49-51,1/30/2017
52-45-32-36-34-31,2/1/2017
05-25-10-49-39-01,2/4/2017
49-50-39-23-21-19,2/6/2017
21-30-34-08-38-52,2/8/2017
33-35-26-55-20-25,2/11/2017
40-36-38-13-07-34,2/13/2017
40-23-13-38-27-25,2/15/2017
09-18-13-52-50-11,2/18/2017
54-06-15-22-46-09,2/20/2017
42-04-27-12-14-19,2/22/2017
51-16-33-34-41-12,2/25/2017
45-52-47-38-03-17,2/27/2017
23-16-24-50-53-38,3/1/2017
05-01-16-06-03-07,3/4/2017
35-55-51-46-11-28,3/6/2017
32-48-42-01-25-55,3/8/2017
45-16-52-06-43-11,3/11/2017
17-21-05-09-42-27,3/13/2017
16-42-20-01-24-43,3/15/2017
08-17-23-40-52-06,3/18/2017
02-06-38-36-30-07,3/20/2017
47-38-22-25-28-15,3/22/2017
19-45-34-24-11-04,3/25/2017
16-32-44-38-13-10,3/27/2017
13-23-53-49-12-34,3/29/2017
51-27-39-52-02-03,4/1/2017
38-40-44-30-15-25,4/3/2017
52-53-37-21-36-45,4/5/2017
40-30-29-09-41-03,4/8/2017
02-01-09-10-37-54,4/10/2017
27-41-26-21-18-09,4/12/2017
41-49-16-13-33-30,4/17/2017
35-27-49-33-23-18,4/19/2017
34-42-08-15-23-20,4/22/2017
12-01-09-02-06-05,4/24/2017
43-30-26-55-32-02,4/26/2017
04-49-51-43-15-29,4/29/2017
34-21-53-29-20-12,5/1/2017
27-30-29-49-47-01,5/3/2017
44-02-23-18-04-22,5/6/2017
15-28-40-39-21-29,5/8/2017
44-52-07-06-11-42,5/10/2017
23-35-21-36-11-08,5/13/2017
50-07-18-51-12-38,5/15/2017
25-35-29-01-44-02,5/17/2017
25-43-04-40-55-51,5/20/2017
17-27-08-44-52-55,5/22/2017
34-33-38-52-07-37,5/24/2017
47-19-32-23-20-55,5/27/2017
44-16-19-49-05-32,5/29/2017
08-01-27-15-46-33,5/31/2017
16-38-41-32-13-28,6/3/2017
10-31-40-12-37-35,6/5/2017
29-40-28-38-55-37,6/7/2017
06-52-34-35-23-08,6/10/2017
54-07-41-32-39-06,6/12/2017
35-02-01-51-24-47,6/14/2017
22-12-54-05-08-19,6/17/2017
36-13-54-48-27-20,6/19/2017
42-25-31-16-44-09,6/21/2017
52-38-20-05-06-21,6/24/2017
15-54-44-35-49-06,6/26/2017
14-43-09-02-29-49,6/28/2017
19-26-54-27-09-25,7/1/2017
12-34-25-47-36-35,7/3/2017
18-50-10-33-34-54,7/5/2017
38-40-25-52-26-03,7/8/2017
38-36-53-40-08-48,7/10/2017
48-16-53-13-14-18,7/12/2017
28-23-36-49-43-19,7/15/2017
10-52-44-26-24-13,7/17/2017
02-11-04-43-55-33,7/19/2017
44-26-29-32-38-13,7/22/2017
26-48-47-08-34-20,7/24/2017
55-18-42-38-11-12,7/26/2017
51-25-11-37-18-38,7/29/2017
03-44-02-16-46-33,7/31/2017
02-28-06-27-15-20,8/2/2017
47-03-01-19-28-52,8/5/2017
18-11-20-44-55-33,8/7/2017
20-01-06-15-11-07,8/9/2017
25-49-54-39-20-15,8/12/2017
24-09-03-27-46-41,8/14/2017
48-50-05-55-25-22,8/16/2017
03-44-25-07-55-52,8/19/2017
40-06-17-34-30-43,8/21/2017
30-02-08-33-41-06,8/23/2017
31-54-45-08-49-37,8/26/2017
20-47-17-48-40-10,8/28/2017
17-10-06-03-11-27,8/30/2017
31-16-17-45-50-11,9/2/2017
22-49-06-25-54-53,9/4/2017
18-55-38-37-16-14,9/6/2017
22-33-42-11-36-27,9/9/2017
22-24-34-51-55-37,9/11/2017
03-33-41-18-07-20,9/13/2017
13-02-23-55-10-49,9/16/2017
34-37-17-39-04-13,9/18/2017
09-19-46-27-43-48,9/20/2017
07-04-14-26-52-29,9/23/2017
14-55-51-36-16-03,9/25/2017
51-16-41-48-01-34,9/27/2017
22-55-35-33-37-15,9/30/2017
22-11-35-05-25-42,10/2/2017
54-19-03-24-17-39,10/4/2017
34-07-18-15-41-47,10/7/2017
07-16-40-31-05-22,10/9/2017
30-24-37-54-15-14,10/11/2017
46-28-44-52-06-04,10/14/2017
18-33-28-21-23-22,10/16/2017
51-03-02-42-41-11,10/18/2017
25-11-28-06-38-55,10/21/2017
23-18-13-20-54-12,10/23/2017
15-29-24-42-52-34,10/25/2017
19-16-23-09-06-11,10/28/2017
11-24-22-20-48-36,10/30/2017
33-06-21-04-43-18,11/1/2017
38-06-23-17-46-36,11/4/2017
17-26-45-28-43-19,11/6/2017
25-30-54-53-40-34,11/8/2017
11-19-35-41-10-05,11/11/2017
20-01-36-52-03-29,11/13/2017
29-09-25-37-21-20,11/15/2017
17-52-50-09-33-46,11/18/2017
15-50-42-35-05-17,11/20/2017
17-44-01-03-49-41,11/22/2017
50-05-22-15-01-39,11/25/2017
52-17-20-27-46-54,11/27/2017
45-53-32-41-27-11,11/29/2017
37-35-45-11-24-22,12/2/2017
33-22-08-42-01-10,12/4/2017
48-54-12-18-52-10,12/6/2017
37-33-51-28-55-07,12/9/2017
20-09-22-08-33-13,12/11/2017
24-12-07-23-43-50,12/13/2017
47-45-26-09-50-03,12/16/2017
38-44-22-02-48-31,12/18/2017
51-29-20-14-12-07,12/20/2017
03-13-11-25-04-18,12/23/2017
25-21-26-41-29-09,12/27/2017
26-23-03-34-48-05,12/30/2017
