COMBINATIONS,DRAW DATE
45-22-24-23-42-11,9/30/2013
30-33-21-25-26-45,10/2/2013
12-14-08-39-02-42,10/4/2013
08-16-39-13-20-26,10/7/2013
42-31-21-19-44-13,10/9/2013
25-20-41-11-15-26,10/11/2013
31-13-41-01-05-15,10/14/2013
36-06-01-35-09-41,10/16/2013
12-18-43-28-17-29,10/18/2013
12-26-11-04-29-38,10/21/2013
26-34-31-44-12-04,10/23/2013
14-30-09-01-20-06,10/25/2013
44-33-18-45-17-10,10/28/2013
24-20-45-37-33-16,10/30/2013
29-10-31-04-01-08,11/1/2013
25-24-23-11-07-38,11/4/2013
01-12-25-28-37-27,11/6/2013
11-29-27-04-16-08,11/8/2013
24-19-31-36-04-33,11/11/2013
07-08-45-10-30-20,11/13/2013
45-16-25-23-01-07,11/15/2013
21-10-28-17-30-26,11/18/2013
32-08-25-07-44-20,11/20/2013
32-10-37-29-40-06,11/22/2013
34-03-37-42-05-06,11/25/2013
15-37-16-03-38-43,11/27/2013
37-45-33-06-04-31,11/29/2013
02-22-43-05-13-20,12/2/2013
28-32-18-26-24-37,12/4/2013
38-21-44-19-35-34,12/6/2013
28-04-42-24-02-43,12/9/2013
05-06-34-43-23-31,12/11/2013
38-35-45-19-34-27,12/13/2013
44-26-25-22-23-02,12/16/2013
40-42-05-19-01-21,12/18/2013
02-22-38-42-28-26,12/20/2013
34-06-36-24-32-09,12/23/2013
26-27-15-21-29-45,12/27/2013
01-26-02-29-11-41,12/30/2013
33-30-39-34-24-19,1/3/2014
34-24-39-04-01-33,1/6/2014
16-19-04-36-22-12,1/8/2014
34-23-25-44-35-02,1/10/2014
32-25-21-11-34-29,1/13/2014
20-40-10-13-38-28,1/15/2014
13-35-45-43-26-17,1/17/2014
41-16-30-28-05-07,1/20/2014
24-37-23-34-13-31,1/22/2014
41-39-09-22-18-03,1/24/2014
36-02-08-33-15-06,1/27/2014
02-45-17-39-15-20,1/29/2014
38-16-32-07-19-14,1/31/2014
07-09-32-30-39-04,2/3/2014
44-17-21-38-11-01,2/5/2014
29-03-06-18-43-23,2/7/2014
18-15-13-22-41-28,2/10/2014
04-23-18-01-39-25,2/12/2014
02-10-14-38-31-33,2/14/2014
37-12-16-15-23-14,2/17/2014
06-14-28-44-16-42,2/19/2014
03-43-08-42-40-31,2/21/2014
10-37-42-09-20-04,2/24/2014
27-14-37-23-07-31,2/26/2014
07-44-29-17-19-16,2/28/2014
07-25-18-08-04-36,3/3/2014
34-25-03-43-33-44,3/5/2014
24-05-28-19-36-34,3/7/2014
20-08-34-44-23-27,3/10/2014
02-08-07-21-15-32,3/12/2014
39-32-44-07-05-16,3/14/2014
15-27-39-25-03-04,3/17/2014
41-04-28-19-39-12,3/19/2014
21-11-29-15-37-35,3/21/2014
09-15-19-31-45-11,3/24/2014
21-15-34-32-31-44,3/26/2014
27-11-26-14-45-21,3/28/2014
38-39-14-22-18-27,3/31/2014
24-11-13-19-07-34,4/2/2014
23-05-36-03-27-08,4/4/2014
31-26-03-14-45-19,4/7/2014
07-12-20-02-39-36,4/9/2014
28-42-06-43-44-15,4/11/2014
30-16-06-10-18-12,4/14/2014
22-05-40-36-06-33,4/16/2014
31-36-38-41-45-37,4/21/2014
27-05-13-34-40-15,4/23/2014
22-18-07-31-01-15,4/25/2014
39-21-32-43-19-17,4/28/2014
06-24-15-16-26-22,4/30/2014
09-38-44-11-41-28,5/2/2014
17-08-34-36-14-41,5/5/2014
28-33-12-18-37-39,5/7/2014
26-42-19-28-11-40,5/9/2014
18-31-37-16-26-36,5/12/2014
04-09-35-29-28-44,5/14/2014
09-23-05-19-37-10,5/16/2014
18-43-20-17-38-34,5/19/2014
24-44-04-16-34-40,5/21/2014
07-42-14-21-31-27,5/23/2014
21-20-28-10-25-14,5/26/2014
03-32-04-29-31-37,5/28/2014
44-39-23-15-37-27,5/30/2014
16-25-17-02-21-37,6/2/2014
02-08-04-19-29-36,6/4/2014
31-25-39-19-38-28,6/6/2014
35-31-30-22-19-40,6/9/2014
38-20-18-04-35-33,6/11/2014
04-21-39-45-01-13,6/13/2014
29-19-41-09-20-34,6/16/2014
17-12-24-08-45-18,6/18/2014
23-37-31-01-17-19,6/20/2014
19-41-12-16-45-03,6/23/2014
23-38-05-04-28-45,6/25/2014
30-19-17-09-36-08,6/27/2014
43-05-28-18-08-19,6/30/2014
42-17-31-20-06-34,7/2/2014
35-37-05-39-12-11,7/4/2014
31-21-06-07-01-23,7/7/2014
19-43-34-40-42-12,7/9/2014
10-44-35-17-41-40,7/11/2014
24-19-09-35-07-43,7/14/2014
01-44-43-26-11-14,7/16/2014
25-36-02-33-24-29,7/18/2014
15-07-20-27-38-08,7/21/2014
14-44-16-12-05-33,7/23/2014
02-33-05-25-04-29,7/25/2014
18-42-33-23-13-26,7/28/2014
23-36-29-44-35-43,7/30/2014
37-40-36-28-45-29,8/1/2014
01-16-02-17-44-18,8/4/2014
07-44-41-21-17-22,8/6/2014
10-35-29-12-41-11,8/8/2014
32-42-09-11-31-10,8/11/2014
04-45-38-34-19-28,8/13/2014
34-20-35-42-04-44,8/15/2014
04-42-28-43-26-12,8/18/2014
39-22-36-21-37-45,8/20/2014
45-33-37-13-02-01,8/22/2014
22-38-28-37-33-34,8/25/2014
19-43-28-29-35-34,8/27/2014
20-38-18-41-10-45,8/29/2014
19-35-20-41-44-30,9/1/2014
13-30-41-25-19-34,9/3/2014
15-44-42-22-18-28,9/5/2014
02-41-37-29-24-15,9/8/2014
25-09-01-43-02-12,9/10/2014
27-06-21-20-08-05,9/12/2014
19-30-42-34-24-13,9/15/2014
12-11-33-20-30-23,9/17/2014
33-26-42-37-10-01,9/19/2014
10-15-29-14-19-28,9/22/2014
34-15-33-40-24-06,9/24/2014
06-02-19-43-21-42,9/26/2014
03-40-31-05-21-42,9/29/2014
37-30-06-04-25-14,10/1/2014
10-21-38-17-01-41,10/3/2014
45-24-13-16-29-05,10/6/2014
40-16-17-08-06-05,10/8/2014
28-30-06-09-24-32,10/10/2014
26-27-07-05-30-44,10/13/2014
01-37-34-26-12-03,10/15/2014
43-21-30-13-28-31,10/17/2014
07-08-05-16-33-29,10/20/2014
17-21-33-05-24-40,10/22/2014
18-03-02-31-11-07,10/24/2014
33-40-19-08-34-04,10/27/2014
06-35-19-01-28-40,10/29/2014
35-43-21-24-37-36,10/31/2014
21-28-41-03-42-26,11/3/2014
25-44-12-24-43-02,11/5/2014
38-28-11-12-40-19,11/7/2014
23-26-44-17-36-02,11/10/2014
44-27-30-01-05-10,11/12/2014
44-39-36-28-34-17,11/14/2014
40-43-36-05-31-08,11/17/2014
35-16-29-45-27-30,11/19/2014
09-21-35-03-10-18,11/21/2014
16-34-02-40-15-41,11/24/2014
14-18-22-30-24-10,11/26/2014
07-36-28-05-03-26,11/28/2014
01-41-36-31-17-18,12/1/2014
05-23-28-11-14-09,12/3/2014
44-28-17-19-29-22,12/5/2014
17-13-27-08-28-09,12/8/2014
07-13-35-22-29-25,12/10/2014
30-04-23-12-18-33,12/12/2014
18-16-04-20-01-31,12/15/2014
43-18-37-33-23-41,12/17/2014
03-27-35-04-41-13,12/19/2014
33-26-03-01-12-37,12/22/2014
22-05-44-08-15-02,12/24/2014
19-22-01-14-36-27,12/26/2014
29-09-36-01-19-08,12/29/2014
33-26-32-39-21-45,12/31/2014
35-33-27-08-31-43,1/2/2015
29-04-40-41-45-31,1/5/2015
25-07-24-19-45-40,1/7/2015
32-24-12-28-31-18,1/9/2015
14-31-19-42-40-12,1/12/2015
09-28-35-12-45-25,1/14/2015
08-42-21-17-20-02,1/16/2015
42-37-23-07-43-28,1/19/2015
28-40-30-05-15-11,1/21/2015
18-38-14-11-32-37,1/23/2015
37-08-44-38-33-20,1/26/2015
25-09-11-41-08-45,1/28/2015
05-34-23-30-28-44,1/30/2015
13-12-29-19-15-04,2/2/2015
06-10-43-25-01-34,2/4/2015
06-13-41-04-31-44,2/6/2015
32-13-12-07-35-11,2/9/2015
10-29-26-17-11-07,2/11/2015
38-36-21-05-18-12,2/13/2015
42-17-06-41-31-23,2/16/2015
11-31-45-17-22-05,2/18/2015
09-30-15-41-37-01,2/20/2015
41-13-06-37-26-19,2/23/2015
12-39-23-18-43-21,2/25/2015
37-14-33-07-03-02,2/27/2015
44-04-02-37-25-41,3/2/2015
03-38-10-34-16-28,3/4/2015
18-07-16-29-13-11,3/6/2015
18-21-44-25-23-04,3/9/2015
13-24-45-17-06-29,3/11/2015
06-45-39-26-43-21,3/16/2015
02-03-30-14-29-22,3/20/2015
35-05-10-11-30-08,3/23/2015
07-12-31-01-41-45,3/25/2015
30-02-27-11-10-16,3/27/2015
27-42-19-24-34-41,3/30/2015
44-38-01-25-08-34,4/1/2015
28-16-12-15-27-17,4/6/2015
39-03-13-24-14-20,4/8/2015
14-20-45-39-16-26,4/10/2015
08-29-11-36-02-27,4/13/2015
05-16-33-41-34-11,4/15/2015
03-05-42-40-39-45,3/13/2015
12-02-40-33-13-17,3/18/2015
04-39-13-16-05-30,4/17/2015
02-29-08-25-03-39,4/20/2015
34-21-15-26-09-45,4/22/2015
20-16-39-31-19-10,4/24/2015
15-11-29-17-28-45,4/27/2015
20-05-42-14-12-24,4/29/2015
34-21-08-31-37-01,5/1/2015
11-44-13-05-20-17,5/4/2015
19-24-11-01-07-09,5/6/2015
22-28-40-05-08-02,5/8/2015
36-33-23-39-26-02,5/11/2015
08-27-12-24-21-17,5/13/2015
36-44-05-33-06-09,5/15/2015
33-41-11-04-43-13,5/18/2015
11-23-14-26-43-07,5/20/2015
07-27-28-18-19-08,5/22/2015
27-29-10-08-22-02,5/25/2015
21-02-28-31-13-06,5/27/2015
27-44-26-11-39-12,5/29/2015
32-38-23-24-05-15,6/1/2015
17-08-03-34-14-20,6/3/2015
30-39-41-06-35-37,6/5/2015
36-14-01-34-24-27,6/8/2015
11-30-07-33-02-40,6/10/2015
25-05-29-41-03-35,6/12/2015
41-33-31-21-25-19,6/15/2015
14-21-25-36-45-03,6/17/2015
03-20-27-08-07-45,6/19/2015
23-19-01-43-12-07,6/22/2015
28-26-11-31-15-12,6/24/2015
21-05-01-04-11-26,6/26/2015
36-04-31-39-25-10,6/29/2015
24-29-31-27-42-38,7/1/2015
17-13-08-38-22-34,7/3/2015
22-43-14-02-35-10,7/6/2015
13-43-45-29-25-38,7/8/2015
02-18-08-24-30-45,7/10/2015
26-11-15-03-43-10,7/13/2015
30-29-01-32-27-03,7/15/2015
02-38-08-18-09-35,7/17/2015
09-42-26-25-28-29,7/20/2015
31-44-13-05-38-16,7/22/2015
44-30-32-31-01-22,7/24/2015
02-01-06-05-20-10,7/27/2015
30-08-26-21-34-43,7/29/2015
10-20-32-27-09-43,7/31/2015
26-32-40-36-42-37,8/3/2015
43-22-17-41-44-30,8/5/2015
08-25-28-42-18-39,8/7/2015
03-34-43-05-33-04,8/10/2015
30-12-10-38-21-40,8/12/2015
16-29-33-09-27-07,8/14/2015
11-29-19-37-39-41,8/17/2015
14-45-07-28-44-01,8/19/2015
27-38-40-16-02-37,8/21/2015
11-10-08-23-12-07,8/24/2015
16-14-35-31-05-34,8/26/2015
23-06-03-45-20-42,8/28/2015
38-32-44-25-07-06,8/31/2015
07-01-04-15-38-13,9/2/2015
12-16-30-39-09-26,9/4/2015
30-07-18-24-39-14,9/7/2015
22-08-33-24-27-35,9/9/2015
25-44-29-13-24-34,9/11/2015
12-02-41-44-27-26,9/14/2015
40-38-43-21-39-02,9/16/2015
19-26-41-24-38-39,9/18/2015
22-31-06-07-30-19,9/21/2015
09-21-29-25-14-45,9/23/2015
06-16-43-27-19-18,9/25/2015
10-16-39-09-34-06,9/28/2015
39-17-27-43-28-40,9/30/2015
04-16-06-38-26-03,10/2/2015
39-45-25-05-14-02,10/5/2015
27-41-12-18-35-19,10/7/2015
09-07-20-21-25-12,10/9/2015
38-18-01-06-11-28,10/12/2015
05-29-24-25-15-36,10/14/2015
14-38-22-05-36-32,10/16/2015
16-26-22-14-13-10,10/19/2015
17-18-36-37-34-28,10/21/2015
34-06-29-23-08-02,10/23/2015
32-09-22-12-45-15,10/26/2015
11-39-05-31-35-17,10/28/2015
26-31-02-05-03-43,10/30/2015
04-44-14-15-45-02,11/2/2015
38-41-24-07-31-26,11/4/2015
29-17-02-36-37-25,11/6/2015
27-14-36-23-06-32,11/9/2015
39-37-27-44-05-25,11/11/2015
02-25-30-38-24-29,11/13/2015
44-08-34-16-01-13,11/16/2015
29-15-20-34-37-30,11/18/2015
14-08-45-09-33-31,11/20/2015
18-23-34-30-21-01,11/23/2015
10-04-45-14-40-39,11/25/2015
01-31-04-39-12-24,11/27/2015
08-13-30-25-02-37,11/30/2015
34-31-04-25-38-27,12/2/2015
14-43-45-05-15-37,12/4/2015
03-32-13-39-44-35,12/7/2015
15-42-35-29-21-30,12/9/2015
31-01-17-08-12-35,12/11/2015
22-27-43-10-17-36,12/14/2015
28-27-30-36-45-19,12/16/2015
16-29-10-15-17-19,12/18/2015
12-24-34-11-31-06,12/21/2015
02-12-34-04-43-20,12/23/2015
39-21-01-22-17-11,12/28/2015
34-10-20-39-06-31,12/30/2015
09-31-28-43-07-15,1/4/2016
18-16-17-42-40-33,1/6/2016
37-21-39-34-19-41,1/8/2016
30-12-11-44-06-14,1/11/2016
22-29-06-27-07-42,1/13/2016
04-45-05-20-14-29,1/15/2016
35-20-24-28-45-29,1/18/2016
43-21-42-04-14-26,1/20/2016
31-43-10-27-44-05,1/22/2016
13-38-22-21-40-09,1/25/2016
09-31-36-38-42-16,1/27/2016
10-12-43-35-28-13,1/29/2016
09-14-40-37-32-35,2/1/2016
31-17-13-20-14-05,2/3/2016
01-36-15-10-08-33,2/5/2016
36-07-03-18-09-30,2/8/2016
37-23-01-43-15-18,2/10/2016
36-19-14-06-12-11,2/12/2016
31-25-20-23-36-13,2/15/2016
16-07-31-06-34-18,2/17/2016
02-41-19-11-21-24,2/19/2016
41-25-31-06-39-16,2/22/2016
01-30-31-37-09-35,2/24/2016
34-26-24-29-23-03,2/26/2016
22-03-35-27-01-32,2/29/2016
21-18-03-05-34-10,3/2/2016
22-33-10-39-16-25,3/4/2016
23-02-36-35-42-45,3/7/2016
28-25-38-36-42-23,3/9/2016
38-39-41-24-37-22,3/11/2016
15-03-25-16-24-41,3/14/2016
09-27-43-02-31-22,3/16/2016
18-02-32-11-35-44,3/18/2016
25-23-39-06-33-20,3/21/2016
44-18-19-34-35-21,3/23/2016
20-24-19-44-16-30,3/28/2016
23-15-34-31-07-10,3/30/2016
34-15-40-08-23-44,4/1/2016
41-35-24-43-37-25,4/4/2016
13-22-18-44-02-21,4/6/2016
24-35-17-06-41-10,4/8/2016
33-39-08-36-32-05,4/11/2016
07-45-44-31-30-43,4/13/2016
23-33-06-31-40-12,4/15/2016
17-21-15-20-35-16,4/18/2016
44-22-32-21-01-38,4/20/2016
07-23-01-39-20-35,4/22/2016
06-44-31-18-41-08,4/25/2016
35-17-07-26-21-24,4/27/2016
44-33-45-23-11-37,4/29/2016
03-39-27-41-28-38,5/2/2016
24-19-12-35-26-22,5/4/2016
09-40-04-07-23-42,5/6/2016
33-19-25-11-45-10,5/9/2016
11-31-04-45-44-06,5/11/2016
25-05-18-10-29-04,5/13/2016
33-42-27-06-21-04,5/16/2016
08-06-16-40-05-27,5/18/2016
08-39-12-37-04-18,5/20/2016
35-34-42-40-22-07,5/23/2016
36-08-16-45-40-10,5/25/2016
05-19-12-24-43-25,5/27/2016
15-26-39-42-02-19,5/30/2016
12-29-03-01-16-17,6/1/2016
43-15-10-21-12-37,6/3/2016
44-26-30-25-07-42,6/6/2016
25-43-20-35-33-18,6/8/2016
41-44-10-33-24-22,6/10/2016
27-42-01-17-38-41,6/13/2016
04-11-24-33-07-39,6/15/2016
01-23-17-11-03-43,6/17/2016
27-03-13-38-40-16,6/20/2016
41-24-05-36-31-09,6/22/2016
16-15-11-25-39-24,6/24/2016
17-27-24-21-20-30,6/27/2016
24-15-43-25-05-10,6/29/2016
26-45-29-10-03-04,7/1/2016
31-27-41-23-01-36,7/4/2016
19-27-01-03-02-09,7/6/2016
31-11-26-23-20-08,7/8/2016
19-42-11-27-28-03,7/11/2016
12-37-42-41-15-33,7/13/2016
27-02-20-23-21-41,7/15/2016
42-40-32-05-27-19,7/18/2016
13-19-31-08-06-14,7/20/2016
44-34-08-07-19-40,7/22/2016
04-29-36-34-40-41,7/25/2016
37-35-34-28-25-43,7/27/2016
17-05-21-41-36-09,7/29/2016
01-20-40-17-26-44,8/1/2016
40-41-29-21-03-13,8/3/2016
19-07-11-39-28-17,8/5/2016
31-15-35-16-11-09,8/8/2016
30-07-39-34-20-23,8/10/2016
39-25-16-17-05-27,8/12/2016
05-36-09-39-25-42,8/15/2016
31-08-43-11-13-29,8/17/2016
22-25-19-31-43-30,8/19/2016
04-25-15-37-28-02,8/22/2016
12-07-09-02-15-25,8/24/2016
21-08-23-34-02-28,8/26/2016
42-04-30-26-27-37,8/29/2016
26-22-44-09-42-29,8/31/2016
43-23-36-35-19-22,9/2/2016
17-12-05-11-25-31,9/5/2016
35-43-22-07-02-17,9/7/2016
22-29-36-38-27-30,9/9/2016
22-32-10-23-38-43,9/12/2016
31-07-33-35-24-13,9/14/2016
25-24-06-13-14-05,9/16/2016
10-03-22-27-41-30,9/19/2016
40-31-25-35-33-19,9/21/2016
41-32-01-03-19-18,9/23/2016
03-31-11-21-42-41,9/26/2016
19-42-07-34-25-16,9/28/2016
10-30-35-13-39-17,9/30/2016
34-28-13-40-35-18,10/3/2016
25-23-10-32-04-15,10/5/2016
37-15-20-31-28-24,10/7/2016
32-14-30-21-07-01,10/10/2016
09-28-23-37-10-03,10/12/2016
34-09-03-02-25-15,10/14/2016
07-38-29-01-03-21,10/17/2016
26-16-45-09-36-14,10/19/2016
30-19-13-08-33-10,10/21/2016
10-28-34-14-33-38,10/24/2016
36-27-15-16-22-23,10/26/2016
17-28-11-38-39-27,10/28/2016
38-07-35-22-40-34,10/31/2016
17-16-02-27-28-07,11/2/2016
30-32-21-13-20-04,11/4/2016
11-31-24-17-39-16,11/7/2016
14-07-40-15-42-38,11/9/2016
42-32-30-43-16-44,11/11/2016
15-02-18-11-16-43,11/14/2016
20-31-27-25-01-03,11/16/2016
12-45-02-18-37-32,11/18/2016
10-21-16-05-25-23,11/21/2016
23-15-35-02-34-22,11/23/2016
04-38-20-40-22-18,11/25/2016
13-35-24-01-05-34,11/28/2016
44-10-17-16-31-35,11/30/2016
23-34-19-43-38-27,12/2/2016
13-35-20-41-40-09,12/5/2016
10-22-38-15-02-34,12/7/2016
11-01-07-18-12-24,12/9/2016
04-29-25-06-38-03,12/12/2016
04-41-15-08-26-22,12/14/2016
26-16-14-35-11-01,12/16/2016
27-20-03-33-26-30,12/19/2016
25-18-14-08-27-20,12/21/2016
05-22-38-42-11-01,12/23/2016
40-08-10-41-18-22,12/26/2016
12-07-13-28-36-05,12/28/2016
30-05-06-21-25-01,12/30/2016
02-23-06-05-42-36,1/2/2017
26-08-01-40-32-02,1/4/2017
31-22-26-16-39-09,1/6/2017
02-08-13-42-01-44,1/9/2017
20-31-05-40-14-02,1/11/2017
35-37-21-40-03-38,1/13/2017
33-42-03-23-13-18,1/16/2017
39-23-10-28-30-21,1/18/2017
44-13-22-19-40-09,1/20/2017
20-45-32-03-34-01,1/23/2017
41-37-33-45-19-21,1/25/2017
22-27-39-09-33-19,1/27/2017
10-03-11-30-18-23,1/30/2017
31-22-30-19-21-11,2/1/2017
14-29-23-17-24-02,2/3/2017
07-39-18-28-03-36,2/6/2017
20-27-26-43-42-38,2/8/2017
31-32-45-22-12-01,2/10/2017
19-04-21-45-34-41,2/13/2017
07-23-29-18-25-22,2/15/2017
16-34-33-43-45-42,2/17/2017
37-38-20-36-31-10,2/20/2017
04-27-37-01-19-38,2/22/2017
12-42-28-17-01-38,2/24/2017
15-27-33-13-30-32,2/27/2017
34-17-15-11-16-23,3/1/2017
42-31-36-20-03-08,3/3/2017
21-22-18-27-26-38,3/6/2017
43-24-22-18-05-27,3/8/2017
43-20-05-30-34-13,3/10/2017
01-40-41-39-45-38,3/13/2017
19-43-24-06-12-15,3/15/2017
21-22-03-39-04-08,3/17/2017
03-09-34-31-08-35,3/20/2017
34-30-23-22-06-21,3/22/2017
11-38-32-17-08-13,3/24/2017
31-44-02-14-19-29,3/27/2017
21-05-31-27-29-16,3/29/2017
44-42-11-07-10-28,3/31/2017
34-24-17-33-26-02,4/3/2017
04-14-37-07-41-27,4/5/2017
22-38-31-33-15-06,4/7/2017
15-26-02-14-10-11,4/10/2017
41-13-11-18-35-15,4/12/2017
39-06-01-17-34-23,4/17/2017
40-30-01-04-27-15,4/19/2017
16-20-08-23-15-04,4/21/2017
40-03-17-34-27-37,4/24/2017
18-02-05-42-12-44,4/26/2017
12-20-11-22-01-30,4/28/2017
23-44-02-05-35-25,5/1/2017
38-09-10-17-08-01,5/3/2017
02-10-31-15-19-16,5/5/2017
30-22-35-44-01-18,5/8/2017
25-28-43-20-05-44,5/10/2017
21-37-10-04-17-02,5/12/2017
16-36-29-18-32-07,5/15/2017
17-36-27-33-14-05,5/17/2017
15-02-09-44-04-30,5/19/2017
09-42-06-10-13-27,5/22/2017
05-09-28-42-12-31,5/24/2017
14-26-13-05-28-21,5/26/2017
25-16-01-20-11-29,5/29/2017
25-44-32-27-02-06,5/31/2017
20-34-32-43-42-09,6/2/2017
35-04-31-38-44-08,6/5/2017
25-13-11-21-30-45,6/7/2017
06-42-29-25-23-19,6/9/2017
28-30-17-37-11-39,6/12/2017
41-15-11-16-29-06,6/14/2017
23-28-34-36-26-27,6/16/2017
07-40-28-19-06-14,6/19/2017
43-09-31-06-18-23,6/21/2017
28-27-19-21-18-11,6/23/2017
18-31-27-37-19-45,6/26/2017
29-42-45-10-33-04,6/28/2017
42-40-39-21-07-16,6/30/2017
41-10-21-16-38-26,7/3/2017
21-13-20-22-26-35,7/5/2017
11-09-35-05-01-10,7/7/2017
04-05-41-35-33-43,7/10/2017
31-35-12-43-38-03,7/12/2017
29-15-06-27-30-39,7/14/2017
06-35-25-16-37-05,7/17/2017
45-18-12-08-03-24,7/19/2017
01-04-15-29-06-22,7/21/2017
11-18-34-33-09-08,7/24/2017
43-42-22-41-02-14,7/26/2017
23-39-05-15-16-24,7/28/2017
19-22-39-40-10-29,7/31/2017
26-03-33-43-02-21,8/2/2017
24-22-23-27-03-19,8/4/2017
04-33-45-35-20-24,8/7/2017
05-28-45-43-01-09,8/9/2017
44-11-40-20-08-02,8/11/2017
42-07-29-28-05-13,8/14/2017
17-08-45-24-01-40,8/16/2017
27-05-36-28-24-41,8/18/2017
10-01-35-28-05-22,8/21/2017
17-10-40-27-12-34,8/23/2017
45-37-39-03-24-12,8/25/2017
20-02-41-35-25-07,8/28/2017
25-38-20-01-30-32,8/30/2017
38-42-09-02-04-35,9/1/2017
34-14-42-23-30-17,9/4/2017
38-22-34-25-11-29,9/6/2017
21-32-17-16-44-22,9/8/2017
02-06-11-33-40-15,9/11/2017
32-05-43-18-04-28,9/13/2017
26-44-28-06-23-37,9/15/2017
31-04-01-45-06-27,9/18/2017
26-34-19-37-07-45,9/20/2017
34-22-44-25-24-42,9/22/2017
27-29-39-30-22-06,9/25/2017
06-16-09-12-13-29,9/27/2017
42-01-06-38-41-21,9/29/2017
20-29-40-06-28-45,10/2/2017
36-16-25-04-20-28,10/4/2017
29-25-04-06-32-43,10/6/2017
19-32-09-07-10-18,10/9/2017
10-21-04-17-22-43,10/11/2017
09-40-19-25-42-06,10/13/2017
08-16-19-25-01-27,10/16/2017
11-41-37-22-14-43,10/18/2017
45-20-41-28-33-12,10/20/2017
10-07-17-26-01-20,10/23/2017
23-44-31-13-29-38,10/25/2017
06-20-14-33-24-19,10/27/2017
36-22-26-21-07-16,10/30/2017
03-33-09-12-38-22,11/1/2017
40-32-39-15-35-11,11/3/2017
01-28-17-39-26-05,11/6/2017
04-40-25-28-38-44,11/8/2017
45-02-09-43-30-10,11/10/2017
28-23-32-45-29-05,11/13/2017
16-06-36-03-35-33,11/15/2017
07-43-15-33-09-32,11/17/2017
03-28-07-22-41-40,11/20/2017
37-34-12-40-18-02,11/22/2017
32-35-45-14-31-11,11/24/2017
25-43-22-37-24-15,11/27/2017
02-26-07-04-32-03,11/29/2017
23-03-24-18-21-10,12/1/2017
44-08-06-30-03-18,12/4/2017
10-03-02-36-09-04,12/6/2017
32-19-14-20-40-25,12/8/2017
11-45-41-33-15-25,12/11/2017
06-26-41-38-33-22,12/13/2017
06-19-17-44-09-22,12/15/2017
01-23-38-36-06-27,12/18/2017
10-14-16-25-11-27,12/20/2017
11-40-23-02-28-17,12/22/2017
33-22-17-21-35-24,12/27/2017
34-39-28-36-10-42,12/29/2017
